Party and Electorate Candidate Votes Recorded at each polling place
"Tukituki 54","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Akina","Hastings Central School, 400 Karamu Road South",1,9,2,4,4,3,7,0,41,19,467,0,7,301,0,60,1,0,23,949,6
,"Hastings Intermediate School, Hastings Street South",0,3,0,5,0,0,0,0,18,10,218,0,3,203,0,30,0,0,11,501,0
"Argyll East","Argyll School, Argyll East Road",0,2,0,0,0,0,1,0,2,0,11,0,0,58,0,1,0,0,1,76,0
"Ashley Clinton","Sherwood School, Makaretu Road",0,0,0,1,0,0,0,0,8,1,19,0,0,89,0,11,0,0,6,135,0
"Bridge Pa","Bridge Pa School, Maraekakaho Road",0,8,0,0,1,0,1,0,15,2,62,0,4,180,0,12,0,1,4,290,0
"Camberley","Camberley School, Kiwi Street",0,1,0,2,0,0,2,0,6,3,199,1,6,28,1,7,0,0,3,259,2
,"Main Entrance, Hawkes Bay Regional Hospital, Omahu Road",0,4,0,2,0,0,4,0,3,4,98,0,6,80,0,13,0,0,5,219,1
"Clive","Clive Community Hall, Main Road",0,1,0,2,0,0,1,0,3,0,36,0,1,50,0,7,0,0,3,104,0
"Crownthorpe","Crownthorpe School, 104 Crownthorpe Road",0,3,0,0,0,0,0,0,5,0,17,0,0,63,0,2,0,0,0,90,1
"Flaxmere","Ellen Stevenson Kindergarten, 90 Chatham Road",0,2,0,2,0,0,7,1,9,5,374,0,12,103,0,30,0,0,17,562,3
,"Flaxmere Primary School, 20 Henderson Road",0,6,0,0,2,0,10,0,4,4,219,0,11,109,0,20,2,0,17,404,0
,"Irongate School, Walton Way",0,1,0,0,0,1,4,0,10,5,194,0,4,77,0,19,1,0,13,329,0
,"Kimi Ora Community School, 1 Boston Crescent",0,0,0,1,0,0,2,0,3,2,92,0,5,7,0,6,0,1,0,119,3
,"Peterhead School, 10 Peterhead Avenue",0,3,1,0,1,0,4,0,11,13,365,0,13,134,1,44,0,0,20,610,2
"Flemington","Flemington School, Rotohiwi Road",0,0,0,0,0,0,0,0,0,0,12,0,0,54,0,2,0,0,1,69,0
"Frimley","Frimley School, Frimley Road",1,14,3,5,3,0,10,0,35,25,460,0,8,617,1,79,0,0,27,1288,8
"Hastings Central","District Courthouse, 102 Eastbourne Street West",0,7,0,1,1,0,0,0,24,4,282,0,6,187,0,32,0,0,11,555,0
,"St John Ambulance Hall, 107 Southland Road",2,6,0,1,0,1,2,0,32,10,385,0,2,346,0,51,0,0,14,852,9
,"Wesley Hall, Hastings Street South",0,3,0,3,1,0,4,0,24,63,247,0,1,149,0,27,0,0,16,538,10
"Havelock North","Arataki Holiday Park, Arataki Road",0,8,0,0,0,0,2,0,14,4,83,0,1,302,0,22,0,0,13,449,1
,"Havelock North High School, 177 Te Mata Road",0,10,0,1,0,0,3,0,26,5,224,0,0,631,0,31,0,0,26,957,3
,"Havelock North Primary School, Campbell Street",2,33,0,1,2,0,5,0,79,13,355,1,6,1091,1,58,0,0,37,1684,0
,"Lucknow School, 42 Elliott Crescent",0,15,2,3,0,0,1,0,33,10,378,0,6,459,0,42,1,0,31,981,3
,"Our Lady of Lourdes Parish Hall, St Hill Lane",0,11,0,0,1,0,2,0,37,11,230,0,2,488,0,35,0,0,22,839,3
