Party and Electorate Candidate Votes Recorded at each polling place
"Piako 41","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,"Special Votes Allowed for Party Only",0,2,0,1,1,0,7,1,8,0,114,0,11,90,0,15,0,0,2,252,1
,"Piako Total",9,740,13,73,26,25,167,7,1068,250,10502,9,149,17315,3,3059,6,5,871,34297,171
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34468
"Electorate Party Valid Votes for Piako",,"National Party - .504854652"
"99 MP Party",9,.0002624136
"ACT New Zealand",740,.0215762312
"Alliance",13,.0003790419
"Aotearoa Legalise Cannabis Party",73,.002128466
"Christian Heritage NZ",26,.0007580838
"Democrats for Social Credit",25,.0007289267
"Destiny New Zealand",167,.0048692305
"Direct Democracy Party",7,.0002040995
"Green Party",1068,.0311397498
"Jim Anderton's Progressive",250,.0072892673
"Labour Party",10502,.30620754
"Libertarianz",9,.0002624136
"Mâori Party",149,.0043444033
"National Party",17315,.504854652
"New Zealand Family Rights Protection Party",3,.0000874712
"New Zealand First Party",3059,.0891914745
"OneNZ Party",6,.0001749424
"The Republic of New Zealand Party",5,.0001457853
"United Future New Zealand",871,.0253958072
