Party and Electorate Candidate Votes Recorded at each polling place
"Piako 41","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Cambridge","Cambridge East School, Williams Street",1,36,0,3,0,0,6,0,48,18,488,0,2,911,0,120,0,0,33,1666,8
,"Cambridge Middle School, Clare Street",0,20,0,3,0,4,4,0,38,5,342,1,2,493,0,109,0,0,26,1047,10
,"Cambridge Primary School, Wilson St",0,24,1,3,0,0,4,0,69,14,386,1,6,705,0,100,1,0,33,1347,3
,"Leamington School, 249 Lamb Street",0,30,1,1,1,0,3,0,40,12,423,1,2,778,0,114,0,0,28,1434,3
,"Raleigh St Christian Centre, 24 Raleigh Street",0,18,0,3,0,0,5,0,44,6,430,0,7,638,0,108,1,0,44,1304,10
"Elstow","Elstow-Waihou Combined School, 356 Bowler Road",0,17,0,1,0,0,0,0,10,0,25,0,1,155,0,11,0,0,5,225,0
"Fencourt","Goodwood School, 517 Fencourt Road",0,4,0,0,1,1,0,0,11,3,44,0,2,211,0,30,0,0,8,315,0
"Glen Massey","Glen Massey School, 897 Waingaro Road",0,8,0,0,0,0,2,0,10,1,56,0,0,60,0,7,0,0,2,146,0
"Gordonton","Gordonton School, 50 Woodlands Rd RD1",0,3,0,0,0,0,2,0,8,0,32,0,0,103,0,9,0,0,4,161,0
"Hamilton","Waikato Hospital, Pembroke St",0,0,0,0,0,0,0,0,5,0,32,0,0,23,0,4,0,0,1,65,0
"Hautapu","Hautapu School, Forrest/Hautapu Roads",0,10,0,1,0,0,2,0,11,2,73,0,0,220,0,37,0,0,4,360,0
"Hinuera","Hinuera School, Hinuera Road, RD 2",0,5,0,0,0,0,0,0,6,0,44,1,0,197,0,23,0,0,3,279,1
"Horahora","Horahora School, Maungatautari Road",0,2,0,0,0,0,0,0,11,3,23,0,0,102,0,14,0,0,6,161,0
"Horotiu","Horotiu School, Hinton Rd, RD8 ",0,4,0,0,0,0,0,0,15,3,99,0,1,172,0,27,0,0,6,327,1
"Huntly","Civic Centre (Riverside Room) 148 Main St",0,9,0,0,0,1,4,2,12,9,224,0,3,118,0,22,0,0,4,408,1
,"Kimihia School, Tamihana Avenue",0,2,0,1,2,0,1,0,4,2,146,0,2,93,0,43,0,0,14,310,1
,"Red Cross Hall, Hakanoa Street",0,10,2,3,1,0,7,0,26,11,436,0,4,228,0,76,0,0,14,818,3
,"St Anthonys Catholic School, 102 Bailey Street",0,1,1,3,0,0,3,0,6,8,177,0,4,46,0,34,0,0,6,289,2
,"West Kindergarten, 26 Smith Avenue",0,7,0,3,0,0,8,1,9,5,192,0,5,89,0,39,0,0,4,362,2
,"West Primary School, Paki Street",0,1,0,0,0,0,2,0,4,2,133,0,6,42,0,21,0,0,2,213,1
"Kaipaki","Kaipaki School, Kaipaki Road",0,6,0,1,0,0,3,0,12,1,49,0,2,220,0,22,0,0,9,325,1
"Karapiro","Karapiro School, 705 State Highway 1",0,14,0,0,0,2,0,0,16,0,67,0,1,271,0,16,0,0,9,396,0
"Kereone","Kereone School, Hutchinson Road",0,4,0,0,1,0,0,0,1,0,23,0,1,108,0,8,0,0,3,149,2
"Kiwitahi","Kiwitahi School, Chepmell Road",0,7,0,0,0,0,0,0,6,1,26,0,0,151,0,8,0,0,6,205,0
"Manawaru","Manawaru School, Manawaru Rd RD1",1,12,0,2,0,0,0,0,6,0,50,0,1,181,0,26,0,0,8,287,1
"Matamata","Matamata College, Firth Street",0,14,0,3,0,0,6,0,22,8,194,0,0,346,0,69,0,0,27,689,5
,"Matamata Primary School, Broadway",0,35,0,0,1,3,2,0,25,10,423,0,2,877,0,153,0,0,51,1582,8
,"Memorial Centre, Tainui Street",1,22,0,3,3,0,6,0,26,5,409,0,2,736,0,156,0,1,59,1429,20
"Maungatautari","Maungatautari School, 1121 Maungatautari Rd",0,3,0,0,0,0,0,0,5,0,14,0,2,107,0,3,0,0,3,137,0
"Morrinsville","David Street School, 45 David Street",0,37,0,1,0,1,3,0,28,9,387,0,2,623,1,107,0,0,33,1232,8
,"Kai-a-te-mata Marae, Kereone Rd, RD 1",0,2,0,1,0,0,0,0,5,0,13,0,3,15,0,1,0,0,1,41,1
,"Methodist Church Hall, Thames St",1,45,0,1,1,0,2,0,34,15,492,1,4,784,0,168,0,2,52,1602,14
,"Morrinsville College, Alexandra Ave",0,14,1,1,1,0,1,0,14,5,199,0,1,340,0,80,0,0,13,670,1
"Motumaoho","Motumaoho School, 2085 Hamilton Rd",0,10,0,1,0,0,1,0,1,1,48,0,0,122,0,25,0,0,7,216,0
"Ngaruawahia","Ngaruawahia Primary School, Galileo Street",1,16,0,5,0,1,17,0,36,8,436,0,14,252,0,113,0,0,24,923,3
,"Turangawaewae Marae, River Road",0,1,0,1,0,0,1,0,6,2,82,1,8,29,0,12,0,0,0,143,4
,"Waipa School, Kia Toa Road",0,2,0,2,1,0,2,0,16,1,322,2,3,131,0,67,0,0,19,568,8
"Ohaupo","Memorial Hall, Great South Rd",0,4,0,2,0,1,9,0,22,3,100,0,1,265,0,36,1,0,16,460,1
"Okauia","Okauia Hall, Okauia Springs Rd",0,7,0,1,1,0,0,0,5,1,18,0,2,116,0,12,0,0,9,172,1
"Orini","Orini Combined School, Orini Rd RD 2, Taupiri",0,7,0,0,0,0,0,0,6,0,46,0,0,167,0,21,1,0,4,252,0
"Pukemiro","Pukemiro School, John Avenue",0,3,0,0,0,0,0,0,4,0,73,0,1,16,0,10,0,0,1,108,0
"Rotoorangi","Rotoorangi School, 5 Kairangi Rd",0,1,0,0,0,1,0,0,3,0,35,0,1,164,0,9,0,0,6,220,0
"Rukuhia","Rukuhia School, Rukuhia Road, RD 2",0,6,0,0,0,0,1,0,19,2,91,0,1,216,0,32,0,0,10,378,0
"Springdale","Springdale School, 994 No1 Road",0,6,0,2,0,0,1,0,1,0,20,0,0,128,0,9,0,0,1,168,0
"Tahuna","Tahuna School, Tahuna Rd ",0,10,0,0,0,0,0,0,6,1,49,0,2,227,0,24,0,0,5,324,1
"Tatuanui","Tatuanui School, SH 27",1,15,0,1,0,0,1,0,3,0,38,0,3,206,0,15,0,0,9,292,0
"Tauhei","Tauhei School, Whitikahu Rd",0,11,0,0,0,0,6,0,2,2,30,0,0,143,0,12,0,1,3,210,0
"Taupiri","Taupiri School, Green Lane Road",0,6,1,0,0,0,2,0,9,7,98,0,1,227,0,49,0,0,9,409,1
"Te Aroha","Contract Bridge Rooms, 105 Whitaker Street",0,14,0,1,2,1,0,0,25,3,207,0,1,204,0,68,0,0,9,535,2
,"Stanley Avenue School, Stanley Ave",0,13,0,2,2,0,7,0,29,12,242,0,2,352,1,96,0,1,20,779,4
,"Te Aroha Primary School, Jubilee Ave",0,20,1,3,2,0,3,0,43,12,282,0,6,324,0,114,0,0,17,827,5
"Te Kowhai","Te Kowhai School, Horotiu Road",0,1,0,0,0,0,0,0,3,0,18,0,0,66,0,10,0,0,4,102,0
"Te Miro","Te Miro School, 443 Te Miro Road, Te Miro",0,3,0,0,1,0,0,0,18,1,37,0,0,88,0,9,0,0,5,162,0
"Te Poi","Te Poi School, 3 Stopford Road, Te Poi",0,8,0,1,0,0,2,0,7,2,46,0,1,134,0,16,0,0,8,225,0
"Turangaomoana","Turangaomoana Hall, Mowbray Road",0,4,0,0,0,2,0,0,2,1,13,0,0,72,0,12,0,0,2,108,1
"Waharoa","Raungaiti Marae, SH 27",0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,1,10,0
,"Waharoa School, Ward St",0,4,1,1,0,0,0,0,1,0,44,0,0,56,0,22,0,0,3,132,2
"Waihou","Waihou Community Hall, Waihou Rd",0,10,0,1,0,0,1,0,18,1,81,0,1,186,0,31,0,0,8,338,0
"Waitoa","Waitoa School, Main Road",0,12,0,0,1,0,0,0,7,2,92,0,1,136,0,17,0,0,11,279,2
"Walton","Walton School, Main Rd",1,8,0,1,0,0,0,0,7,1,43,0,2,194,0,9,0,0,8,274,0
"Wardville","Wairere School, Wardville Rd",0,6,0,0,0,2,0,0,0,0,28,0,0,114,0,8,0,0,4,162,0
"Whitehall","Whitehall School, 12 Brunskill Rd, RD 4",0,2,0,0,0,0,0,0,6,0,27,0,0,61,0,4,0,0,4,104,0
"Whitikahu","Whitikahu School, Whitikahu Rd",0,3,0,0,0,0,1,0,7,1,34,0,0,147,0,20,0,0,5,218,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,2,0,0,2,0,1,0,4,4,160,0,0,189,0,60,0,0,6,428,8
,"Ordinary Votes BEFORE polling day",0,47,3,1,0,5,14,2,48,10,589,1,7,1120,0,165,1,0,56,2069,16
,"Special Votes BEFORE polling day",1,3,0,1,0,0,2,0,7,3,87,0,3,112,0,30,0,0,4,253,2
,"Special Votes On polling day",1,39,1,7,1,0,11,1,88,9,665,0,9,1017,1,139,1,0,45,2035,2
,"Overseas Special Votes including defence force",0,8,0,0,0,0,1,0,14,2,54,0,0,94,0,3,0,0,5,181,0
