Party and Electorate Candidate Votes Recorded at each polling place
"Waiariki 70","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,Bay of Plenty
"Kaimai","Kaimai School, 1853 State Highway 29",0,0,0,0,0,5,2,0,0,0,4,2,0,13,0
"Matakana Island","Te Kura O Te Moutere O Matakana, 183 Opureora Road ",0,0,0,0,0,5,12,0,7,21,4,16,0,65,2
"Matapihi","Te Kura o Matapihi, 398 Matapihi Road",0,0,1,0,0,14,60,0,12,43,3,34,0,167,6
"Maungatapu","Maungatapu Free Kindergarten, 187 Te Hono Street",0,0,0,0,0,1,22,0,5,8,1,17,0,54,1
,"Maungatapu School, 164 Maungatapu Road",0,1,0,1,0,17,71,0,17,30,8,24,0,169,3
"Mt Maunganui","Arataki Community Centre, Zambuk Way (off Grenada Street)",0,0,0,3,0,6,38,0,11,25,10,12,0,105,3
,"Arataki School, 4 Kaimanawa Street",0,0,0,2,0,11,60,0,11,23,12,20,0,139,4
"Ohauiti","Ohauiti Settlers Hall, 459 Ohauiti Road",0,0,0,0,0,4,6,0,1,11,4,1,0,27,1
"Omokoroa","Omokoroa No. 1 School, 11 Emeny Road",0,0,0,0,0,3,0,0,0,3,3,2,0,11,0
,"Omokoroa Point School, 37 Hamurana Road",0,0,0,0,0,2,5,0,1,1,1,6,0,16,1
"Oropi","Oropi School, 1334 Oropi Road",0,0,0,0,0,0,3,0,3,8,1,1,0,16,1
"Pahoia","Pahoia School, 29 Esdaile Road",0,0,1,0,0,3,3,0,0,0,3,0,0,10,1
"Papamoa","Golden Sands Primary School, 26 Golden Sands Drive",0,0,0,0,0,8,5,0,1,8,10,0,0,32,3
,"Papamoa Community Centre and Library - Tohora, Tamure and Mako Rooms, 15 Gravatt Road",0,0,1,1,0,13,46,0,10,24,16,21,0,132,1
,"Papamoa Primary School, 312 Dickson Road",0,0,2,1,0,5,23,0,12,11,9,10,0,73,0
