Party and Electorate Candidate Votes Recorded at each polling place
"Dunedin North 10","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Balmacewan","Balmacewan Intermediate School, 44 Chapman Street",0,6,0,0,0,0,0,1,23,6,259,0,1,129,0,8,0,0,13,446,0
"Bradford","Bradford School, 42A Bradford Street",0,2,0,0,0,0,1,0,13,4,156,0,1,62,0,10,0,0,15,264,0
"Brockville","Brockville School, 263 Brockville Road",0,7,0,3,3,0,1,0,35,14,649,0,6,133,1,25,0,0,25,902,5
"Carey's Bay","Port Chalmers Fishermen's Co-Op Society Offices",1,1,1,0,0,1,0,0,44,1,133,0,0,34,0,7,0,0,4,227,1
"Caversham","Caversham Presbyterian Church Hall, 61 Thorn Street",0,0,0,1,0,0,0,0,7,0,66,0,0,17,0,1,0,0,0,92,0
,"Caversham School Hall, Surrey Street",0,2,2,0,0,0,0,0,17,2,103,0,2,20,0,11,0,0,4,163,0
"Dunedin Central","Arthur Street School, 26 Arthur Street",0,4,1,0,1,0,1,0,109,8,295,1,1,105,0,13,0,0,15,554,2
,"Court House, 41 Lower Stuart Street",0,3,1,4,1,0,1,0,82,5,217,0,1,72,0,4,0,0,13,404,0
,"Dunedin Hospital, 1st Floor Foyer to Lecture Halls, Great King St",0,3,0,3,1,0,0,1,52,3,275,0,1,103,0,12,0,0,20,474,0
,"High Street School, 7 Montpellier Street",1,7,1,2,1,1,7,0,96,8,442,0,3,191,0,20,0,0,22,802,1
,"Salvation Army McMillan Lounge, 575 Princes Street",0,4,1,1,1,1,1,0,49,7,203,1,0,54,0,19,0,0,17,359,1
,"The Dunedin Centre, 1 Harrop St, Dunedin",0,3,0,0,0,0,0,0,31,3,82,0,0,31,0,2,0,0,4,156,0
"Dunedin North","All Saints Church Hall, 786 Cumberland Street",0,3,0,0,0,0,2,0,77,7,266,0,2,153,0,12,0,0,15,537,2
,"Dunedin College of Education, 141 Union Street",1,4,1,0,0,0,1,0,44,4,164,1,2,81,0,4,0,0,15,322,0
,"George Street Normal School, 989 George Street",0,12,3,6,2,1,5,0,202,19,770,0,3,437,0,28,1,0,41,1530,3
,"Kelsey Yaralla Kindergarten, 4 Trent Avenue",0,0,1,0,0,0,0,0,26,0,96,0,0,44,0,6,0,0,5,178,0
