Party and Electorate Candidate Votes Recorded at each polling place
"Waitakere 57","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Avondale","Rosebank School Hall, 217 Rosebank Road",0,0,0,0,0,3,15,0,0,0,8,1,0,27,0
"Glen Eden","Catholic Church Hall, 7 Glendale Road",5,0,10,25,0,66,391,1,5,2,293,84,1,883,7
,"Glen Eden Baptist Church Hall, 97 Glendale Road",5,0,4,25,0,84,218,1,0,7,295,61,3,703,9
,"Glen Eden Primary School, 3 Glenview Road",10,0,7,21,0,97,452,2,2,6,335,70,3,1005,7
,"Prospect School Hall, 76 Rosier Road",10,0,6,28,0,107,806,2,5,3,486,102,2,1557,17
,"Te Kura Kaupapa Māori o Hoani Waititi Marae, 441 West Coast Road",7,0,3,12,0,58,343,0,6,6,146,36,2,619,6
"Glendene","Glendene School, 60 Barrys Road",0,0,0,1,0,2,17,0,0,1,11,2,3,37,0
,"Tirimoana School, 34 Kokiri Street",0,0,0,9,0,5,13,0,0,0,46,8,0,81,1
"Henderson","Bruce McLaren Intermediate School, 61-69 Bruce McLaren Road",10,1,9,31,1,97,733,2,9,7,348,87,4,1339,19
,"Henderson High School, 31 Henderson Valley Road",9,0,6,27,0,58,268,0,7,0,280,55,4,714,12
,"Henderson North School, 14 Norval Road",1,0,3,3,0,8,45,0,2,0,60,6,0,128,1
,"Henderson Primary School, 13 Montel Avenue",4,0,2,15,0,33,195,0,1,1,143,44,2,440,7
,"Henderson South School, 24 Garelja Road",1,0,4,11,0,28,220,0,2,2,109,21,0,398,5
,"Henderson Valley Primary School, 389 Henderson Valley Road",6,0,4,27,0,139,114,1,2,3,393,37,1,727,5
,"Montessori at the Children's House, 1 Clover Drive",0,0,1,3,0,9,24,0,0,0,26,3,0,66,2
,"The Church of Jesus Christ of Latter-Day Saints, 7 Harvest Drive",11,0,3,18,0,51,263,0,0,6,481,37,3,873,7
,"The Trusts Stadium (Ukulele Festival), Central Park Drive",0,0,1,3,0,12,22,2,0,0,23,5,0,68,2
,"Waitakere College, 42 Rathgar Road",3,0,1,2,0,22,112,0,2,0,133,18,0,293,2
,"Western Heights School, 126 Sturges Road",33,0,10,103,0,197,812,5,5,8,1851,165,10,3199,32
"Kelston","Kelston Boys High School, corner Archibald & St Leonards Roads (Gate 3)",0,0,0,2,0,2,25,0,0,0,8,5,2,44,0
,"Kelston Girls College, 1 Archibald Road",3,0,1,3,0,11,126,0,1,2,57,20,0,224,5
"Lincoln","Pomaria Primary School, 33a Pomaria Road",0,0,1,3,0,9,54,0,1,1,38,6,2,115,1
"Massey","Lincoln Heights School, 16 Keegan Drive",0,0,0,2,0,5,14,0,0,0,10,0,0,31,0
,"Royal Road School, 112 Royal Road",1,0,0,2,0,8,8,0,1,0,12,3,0,35,0
"Massey West","Don Buck School, 124 Don Buck Road",2,0,1,1,1,17,89,0,1,0,103,13,0,228,1
,"Massey High School, 274 Don Buck Road",3,0,3,11,0,17,77,0,2,4,175,14,0,306,0
"Muriwai","Muriwai Fire Station, corner Coast & Motutara Roads",0,0,0,4,0,15,4,0,0,0,27,2,0,52,0
"New Lynn","Fruitvale School, 9 Croydon Road",2,0,0,1,0,19,46,0,1,0,50,7,0,126,1
"Oratia","Oratia District School, 1 Shaw Road",15,2,3,36,1,229,263,0,5,0,750,91,11,1406,10
"Piha","Barnett Hall, 2 North Piha Road",5,0,3,1,0,160,93,1,5,2,146,26,1,443,2
"Ranui","Birdwood School, 23 Karepo Crescent",4,0,1,14,0,33,289,0,2,3,108,34,0,488,10
,"Ranui Community House, 474 Swanson Road",9,0,2,13,0,81,472,0,7,4,218,57,3,866,18
,"Ranui Pacific Islanders Presbyterian Church, 35 Armada Drive",2,0,2,5,0,22,198,0,4,1,62,27,1,324,3
,"Ranui Primary School, 16a Ranui Station Road",4,1,3,21,0,59,437,1,5,10,245,58,2,846,11
"Sunnyvale","Kelston Community Centre, 126 Awaroa Road ",2,0,4,24,0,50,244,0,0,2,268,46,0,640,8
,"Sunnyvale Community Hall, 18 Sunnyside Road",1,0,3,11,0,47,218,0,4,2,162,54,2,504,8
,"Sunnyvale Primary School, 34 Ribblesdale Road",6,0,4,25,0,67,340,3,5,2,285,60,7,804,7
"Swanson","Swanson School, 703 Swanson Road",18,1,3,45,0,219,363,3,8,24,976,143,11,1814,11
"Te Atatu South","Edmonton Primary School, corner School & Edmonton Roads",0,0,0,1,0,5,23,0,1,0,15,0,0,45,0
,"Flanshaw Road School, 51 Flanshaw Road",1,0,0,1,0,4,22,0,1,0,12,2,0,43,0
,"Freyberg Community School, 60 Roberts Road",1,0,0,3,0,1,7,0,0,0,7,1,0,20,0
,"Rangeview Intermediate School, Keru Place",0,0,0,4,0,5,13,0,0,0,21,1,0,44,0
"Titirangi","Glen Eden Intermediate School, 23 Kaurilands Road",0,0,0,1,0,11,26,0,1,0,34,4,0,77,0
,"Kaurilands School, 109 Atkinson Road",4,0,0,3,0,27,55,0,0,1,100,3,1,194,0
,"Titirangi War Memorial Hall, 500 South Titirangi Road",0,0,1,6,0,18,10,0,0,0,31,1,0,67,0
"Waiatarua","Waiatarua Community Hall, 911 West Coast Road",3,1,3,6,0,100,96,1,3,3,200,16,1,433,1
"Waitakere","Waitakere Primary School, 10 Bethells Road",14,1,6,25,0,233,197,1,6,9,566,80,8,1146,2
"Westgate","Massey Presbyterian Church, 510 Don Buck Road",0,0,0,5,0,11,24,1,0,0,52,6,1,100,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Helensville",0,0,0,2,0,1,6,0,0,0,4,3,0,16,0
,"Ordinary Votes BEFORE polling day - Taken in North Shore",0,0,0,0,0,1,7,0,0,0,7,1,0,16,1
,"Ordinary Votes BEFORE polling day - Taken in Te Atatū",5,0,8,13,0,82,256,0,2,3,451,49,8,877,4
,"Ordinary Votes BEFORE polling day - Taken in Waitakere",17,0,7,35,0,166,739,0,6,11,618,138,9,1746,29
,"Special Votes BEFORE polling day",4,1,3,5,0,51,205,2,3,1,152,31,0,458,4
,"Special Votes On polling day",16,1,24,46,1,328,1071,4,25,14,860,127,14,2531,18
,"Overseas Special Votes including Defence Force",1,0,0,1,0,58,53,0,1,0,64,5,2,185,0
,"Votes Allowed for Party Only",1,0,6,8,0,60,346,0,25,17,172,35,1,671,4
,"Waitakere Total",259,9,166,753,4,3308,11579,33,174,168,12533,2011,125,31122,300
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",31422
"Electorate Party Valid Votes for Waitakere",,"National Party - .4027054817"
"ACT New Zealand",259,.0083220873
"Alliance",9,.0002891845
"Aotearoa Legalise Cannabis Party",166,.0053338474
"Conservative Party",753,.0241951031
"Democrats for Social Credit",4,.0001285264
"Green Party",3308,.1062913694
"Labour Party",11579,.3720519247
"Libertarianz",33,.0010603432
"Mana",174,.0055909003
"Māori Party",168,.0053981107
"National Party",12533,.4027054817
"New Zealand First Party",2011,.0646166699
"United Future",125,.0040164514
