Party and Electorate Candidate Votes Recorded at each voting place
"Christchurch Central 4","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Fendalton","Christchurch Boys' High School, Big Room, Te Kura Street ",0,1,0,0,0,0,10,0,4,0,19,1,0,0,0,35,1
"Ilam","Ilam School Hall, 66 Ilam Road",0,0,0,1,0,0,6,2,10,1,20,1,0,0,0,41,0
"Linwood","Aspire Canterbury, 314 Worcester Street",0,1,1,9,0,0,53,5,91,1,97,18,0,0,0,276,2
,"Linwood Avenue School, 260 Linwood Avenue",1,5,1,1,0,0,46,5,120,1,66,20,0,0,1,267,1
,"Linwood College, Student Centre, 85 Aldwins Road",4,1,0,11,0,0,38,3,93,0,76,36,0,0,0,262,0
,"St Chad's Anglican Church Hall, corner Carnarvon Street & Buckleys Road",0,0,0,1,0,0,14,0,17,2,4,4,0,0,0,42,0
,"Union Church Hall, 378 Linwood Avenue, corner Tilford Street",0,1,0,0,0,0,8,0,23,0,14,7,0,0,0,53,0
"Lower Cashmere","Thorrington School, 22A Colombo Street",0,0,0,9,0,0,43,3,34,0,79,5,0,0,0,173,1
"Mairehau","Mairehau High School, 440 Hills Road",5,2,0,13,0,0,60,1,101,0,287,42,0,0,0,511,0
,"Mairehau Primary School, 43 Mahars Road",1,4,1,22,0,0,72,3,172,6,290,61,0,0,0,632,1
,"St Albans Community Preschool, 3 Thames Street",0,0,0,10,1,0,94,5,135,1,261,37,0,2,1,547,1
,"St Albans Uniting Parish, corner Knowles Street & Nancy Avenue",2,2,0,22,1,1,103,5,129,1,318,51,0,1,1,637,1
"Marshland","Marshland School, 329 Prestons Road",1,0,0,6,0,0,2,0,8,0,27,5,0,0,0,49,0
"Merivale","Heaton Normal Intermediate School Hall, 125-133 Heaton Street",5,0,0,13,0,0,49,0,50,2,238,10,0,1,0,368,1
,"Rangi Ruru Girls' School, Helen Kitson Function Centre, Rhodes Street entrance",1,0,0,1,0,0,8,1,8,0,82,1,0,0,0,102,0
"North Linwood","Linwood North School, 221 Woodham Road (Rowcliffe Crescent entrance)",0,0,0,0,1,0,8,1,7,0,14,4,0,0,0,35,0
"Opawa","Opawa Baptist Church, 285 Wilsons Road",1,1,0,5,0,0,31,6,67,2,49,9,0,0,0,171,0
,"Opawa School, corner Ford Road & Newbery Street ",0,1,0,2,1,0,69,2,62,1,77,14,0,0,1,230,0
,"St Mark's Church Hall, corner Opawa Road & Vincent Place",0,2,0,11,0,0,59,1,59,4,74,15,0,0,1,226,0
"Papanui","Casebrook Intermediate, 90 Veitches Road",0,0,0,6,0,0,11,0,24,0,31,5,0,0,0,77,0
,"Northcity Church, 95a Sawyers Arms Road",3,0,0,11,0,0,19,1,72,1,86,18,0,0,0,211,2
,"Papanui High School, 30 Langdons Road",1,2,0,17,0,0,39,2,101,1,93,21,0,0,0,277,2
,"Papanui Primary School, 40 Winters Road",2,1,0,19,0,0,62,1,129,1,269,41,0,0,1,526,2
,"Paparoa Street School, 120 Paparoa Street",4,1,0,15,0,0,119,3,120,3,608,36,0,0,5,914,0
,"St Joseph's School, 4 Vagues Road",4,5,0,13,0,0,43,2,123,0,226,31,0,1,3,451,0
,"St Paul's Anglican Church Parish Hall, 1 Harewood Road",1,0,0,5,0,0,21,0,67,0,90,12,0,0,0,196,3
,"The Village Presbyterian Church Hall, corner Papanui Road & Frank Street",0,0,0,6,0,0,10,0,33,0,123,9,0,0,0,181,0
,"Waimairi School Hall, 1 Tillman Avenue",0,0,0,2,0,0,3,0,4,0,8,0,0,0,0,17,0
"Phillipstown","Phillipstown Community Centre, 39a Nursery Road",1,10,1,21,1,0,84,10,250,6,198,86,0,0,0,668,3
"Redwood","Northcote School, 26 Tuckers Road",8,3,0,26,0,0,43,3,176,3,231,57,0,2,1,553,2
,"Redwood Play Centre, 40 Dunedin Street",3,3,0,34,0,0,45,4,186,2,330,51,0,0,2,660,2
,"Redwood School, 51 Prestons Road",4,7,2,57,2,0,116,4,321,5,709,145,0,4,5,1381,1
,"Redwood Scout Hall, 20 Sturrocks Road",4,2,1,9,0,0,26,3,94,2,168,31,0,0,0,340,1
"Riccarton","Wharenui School Library, 32 Matipo Street",0,1,0,2,0,0,11,1,10,0,24,1,0,0,0,50,0
"Richmond","Kidsfirst Richmond Kindergarten, 41 North Avon Road",1,1,0,10,0,0,23,1,61,0,60,18,0,0,0,175,0
"Shirley","MacFarlane Park Free Kindergarten, 19 Acheson Avenue",0,0,0,0,0,0,8,2,13,1,8,3,0,0,0,35,0
,"Shirley Intermediate School, 60 Shirley Road (North Parade entrance)",0,0,0,7,0,0,13,3,35,1,31,8,0,0,0,98,0
,"Shirley Primary School, 11 Shirley Road",0,1,0,10,0,0,76,4,99,0,174,32,0,0,0,396,1
"Somerfield","Somerfield School, 42 Studholme Street",2,0,0,0,0,0,8,0,16,1,33,2,0,1,0,63,0
"Spreydon","Christchurch South Intermediate Hall, 204 Selwyn Street",1,0,0,5,0,0,15,1,44,0,45,15,0,0,2,128,0
"St Albans","Beulah Church, 140 Springfield Road",10,0,2,39,0,0,146,10,236,4,506,74,0,1,4,1032,0
,"Blind Foundation, 96 Bristol Street",3,2,2,8,0,0,56,0,66,0,230,29,0,1,0,397,2
,"Rehua Marae, whare kai (dining room), 79 Springfield Road",4,3,0,3,0,0,77,4,72,3,159,22,0,1,1,349,2
,"St Albans Baptist Church, 64 McFaddens Road",0,0,0,17,0,0,54,0,60,2,222,30,0,0,3,388,1
,"St Albans Primary School, 17 Sheppard Place",2,5,2,28,2,0,184,1,236,6,530,49,0,5,6,1056,1
"St Martins","Hillview Christian Junior School, 150 Wilsons Road",0,0,0,7,0,0,24,1,17,1,36,3,0,0,1,90,0
,"St Martins School, 24 Albert Terrace (opposite Roscoe Street)",0,0,0,0,0,0,7,0,8,1,18,1,0,0,0,35,0
"Sydenham","Special Needs Library, 109 Huxley Street",3,6,1,13,0,0,104,10,185,3,187,49,0,1,1,563,4
,"Sydenham Community Centre, 25-27 Hutcheson Street",2,4,0,3,1,0,37,4,93,1,76,13,0,0,0,234,0
"Waltham","Waltham School Hall, corner Waltham Road & Hastings Street East",2,9,0,23,0,0,74,5,181,2,143,35,0,0,0,474,1
"Woolston","CPIT, Student Services Building, corner Ensors Road & Sulllivan Avenue",0,0,0,0,0,0,12,1,26,1,17,2,0,0,1,60,0
,"Edmonds Smith Street Kindergarten, 21 Smith Street",0,0,0,0,0,0,2,1,4,0,0,1,0,0,0,8,0
,"Woolston School, corner Ferry Road & Hopkins Street",0,0,0,3,0,0,6,0,18,0,18,7,0,0,0,52,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,5,0
,"Ordinary Votes BEFORE polling day",40,19,2,269,6,0,1291,79,2199,36,3801,634,3,4,12,8395,41
,"Special Votes BEFORE polling day",8,4,2,25,5,0,161,27,300,2,407,70,0,0,1,1012,3
,"Special Votes On polling day",7,29,6,86,3,0,475,41,722,16,1245,199,0,6,9,2844,7
,"Overseas Special Votes including Defence Force",6,1,0,13,2,0,219,15,117,2,232,9,0,1,0,617,1
,"Votes Allowed for Party Only",2,11,0,23,0,0,131,20,287,13,323,61,0,4,3,878,10
,"Christchurch Central Total",167,165,27,1065,30,1,5419,353,8995,157,15301,2462,3,40,79,34264,108
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34372
"Electorate Party Valid Votes for Christchurch Central",,"National Party - .4465619893"
"ACT New Zealand",167,.0048739201
"Aotearoa Legalise Cannabis Party",165,.0048155498
"Ban1080",27,.0007879991
"Conservative",1065,.0310821854
"Democrats for Social Credit",30,.0008755545
"Focus New Zealand",1,.0000291852
"Green Party",5419,.1581543311
"Internet MANA",353,.0103023582
"Labour Party",8995,.2625204296
"Māori Party",157,.0045820686
"National Party",15301,.4465619893
"New Zealand First Party",2462,.0718538408
"NZ Independent Coalition",3,.0000875555
"The Civilian Party",40,.001167406
"United Future",79,.0023056269
