Party and Electorate Candidate Votes Recorded at each voting place
"Helensville 15","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Waitoki","Waitoki School Hall, 1119 Kahikatea Flat Road",7,1,2,31,0,0,34,4,40,5,383,25,0,0,0,532,0
"West Harbour","Westgate Baptist Church, 67 Hobsonville Road",1,0,0,0,0,0,2,0,0,0,17,1,0,0,0,21,0
"Westgate","Massey Presbyterian Church, 510 Don Buck Road",1,1,0,14,0,0,15,0,45,0,122,21,0,0,1,220,0
"Whenuapai","Whenuapai School, 14 Airport Road",1,3,0,11,0,0,30,2,39,3,306,37,0,0,1,433,1
,"Whenuapai Village Hall, 41 Waimarie Road",0,3,1,20,0,0,32,0,45,2,327,37,0,0,2,469,2
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,5,0
,"Ordinary Votes BEFORE polling day",49,19,3,382,5,0,649,59,691,24,3990,482,3,1,17,6374,12
,"Special Votes BEFORE polling day",14,8,2,58,0,0,226,18,182,2,821,99,0,0,1,1431,5
,"Special Votes On polling day",22,19,1,122,4,1,521,53,429,17,1528,226,2,2,3,2950,4
,"Overseas Special Votes including Defence Force",1,0,0,15,0,0,203,9,71,2,348,18,1,0,2,670,0
,"Votes Allowed for Party Only",5,11,3,21,0,0,87,13,107,10,239,73,1,0,3,573,1
,"Helensville Total",262,161,48,1692,23,3,4801,338,4430,192,20689,2608,13,8,93,35361,73
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35434
"Electorate Party Valid Votes for Helensville",,"National Party - .5850796075"
"ACT New Zealand",262,.0074092927
"Aotearoa Legalise Cannabis Party",161,.0045530387
"Ban1080",48,.0013574277
"Conservative",1692,.0478493255
"Democrats for Social Credit",23,.0006504341
"Focus New Zealand",3,.0000848392
"Green Party",4801,.1357710472
"Internet MANA",338,.0095585532
"Labour Party",4430,.1252792625
"Māori Party",192,.0054297107
"National Party",20689,.5850796075
"New Zealand First Party",2608,.0737535703
"NZ Independent Coalition",13,.0003676367
"The Civilian Party",8,.0002262379
"United Future",93,.0026300161
