Party and Electorate Candidate Votes Recorded at each polling place
"Rongotai 47","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Berhampore","Berhampore School Hall, 105 Britomart Street",0,8,0,0,0,0,4,0,102,14,408,0,6,115,0,24,0,0,17,698,2
,"South Wellington Intermediate School Hall, Rintoul Street",0,1,0,2,2,0,3,0,100,4,337,0,7,103,0,13,1,0,9,582,2
,"St Cuthbert's Church Hall, 23 Luxford Street",0,3,0,0,1,0,1,0,47,6,187,0,1,42,0,7,0,0,13,308,2
"Breaker Bay","Breaker Bay Hall, 150 Breaker Bay Road",0,3,0,0,0,0,0,0,39,0,63,0,1,56,0,12,0,0,4,178,0
"Brooklyn","Brooklyn Community Centre, Harrison Street",0,1,0,0,0,0,1,0,47,1,77,0,1,33,0,5,0,0,6,172,0
,"Brooklyn School, Washington Avenue",1,3,2,0,0,0,1,0,52,1,112,1,1,85,0,5,0,0,3,267,0
"Chatham Islands, Waitangi","Chatham Islands Council",0,1,0,0,0,0,0,0,4,0,46,0,1,50,0,13,0,0,0,115,2
"City","Wellington Town Hall, 111 Wakefield Street",0,3,0,0,1,0,2,0,65,1,137,0,2,81,0,8,0,0,6,306,1
"Hataitai","Garage, 38 Upoko Road",0,2,0,2,0,0,0,0,50,2,120,0,1,69,0,3,0,0,8,257,0
,"Hataitai Bowling Club, Upstairs Lounge, 159 Hataitai Road",0,8,0,2,1,0,2,0,95,7,324,0,7,220,0,13,0,0,18,697,1
,"Hataitai School Hall, Arawa Road",0,18,0,0,0,0,0,0,120,11,397,0,3,369,0,26,0,1,30,975,2
,"Port Nicholson Sea Scouts' Hall, Evans Bay Parade",0,3,0,2,0,1,0,0,46,3,144,0,4,181,0,11,0,0,16,411,0
"Houghton Bay","Houghton Valley School, Room 6, 110 Houghton Bay Road",0,7,2,1,0,0,0,0,81,5,212,0,4,123,0,10,0,0,15,460,0
"Island Bay","Island Bay Presbyterian Church Lounges, 88 The Parade",1,16,1,6,3,1,4,0,186,18,719,2,10,431,0,49,1,0,56,1504,10
,"Island Bay School Hall, Thames St",0,9,2,2,0,1,3,0,113,9,362,1,2,202,0,19,0,0,35,760,2
,"St Hilda's Church Parish Centre, 311 The Parade",0,14,2,2,2,0,3,0,221,20,700,2,3,453,0,54,0,1,59,1536,10
"Kilbirnie","Kilbirnie School Hall, 72 Hamilton Road",1,12,0,2,1,0,6,0,110,6,350,1,3,268,0,16,0,0,25,801,1
,"St Patrick's Church Parish Centre, 1 Childers Terrace",0,10,3,3,1,1,5,0,91,9,718,0,8,270,2,26,0,0,50,1197,5
"Kingston","Capital Montessori School, Rata Classroom, 14 Camrose Grove",0,4,0,0,1,0,0,0,30,7,143,0,2,72,1,8,0,0,16,284,0
"Lyall Bay","Lyall Bay Pavilion, Lyall Bay Parade",0,3,0,1,0,0,3,0,143,13,346,0,3,149,0,27,0,0,16,704,1
,"Lyall Bay School Hall, Freyberg Street",1,17,0,0,1,0,3,0,125,19,644,0,8,304,0,47,1,0,42,1212,4
"Maupuia","Garage, 70 Akaroa Drive",0,1,0,0,0,0,1,0,15,2,180,0,0,139,0,16,0,0,6,360,1
"Melrose","Garage, 110 Duncan Terrace",0,1,0,0,0,0,3,0,42,1,85,0,0,41,0,6,0,0,6,185,0
"Miramar","Holy Cross School Hall, 117 Miramar Avenue",2,5,0,3,0,0,2,0,51,15,350,2,1,280,0,22,0,0,19,752,4
,"Miramar Baptist Church Hall, 33 Park Road",0,7,1,2,3,0,8,0,49,4,291,0,3,207,0,24,0,0,43,642,5
,"Miramar Central School Hall, 38 Park Road",1,11,3,1,0,0,4,0,84,15,659,0,6,418,0,61,0,0,31,1294,9
,"Miramar Community Centre, 27 Chelsea St",0,3,1,1,0,0,0,0,39,10,230,0,2,215,0,23,0,0,13,537,3
,"Miramar North School Hall, 23 Weka Street",0,5,0,1,0,1,2,1,57,6,260,0,4,168,0,7,0,0,20,532,1
,"Miramar South School Hall, 1 Kauri Street",1,3,1,4,0,0,2,0,32,9,412,0,6,238,1,33,0,0,27,769,4
"Mornington","Ridgway School Room 7, Mornington Road",1,5,0,3,1,0,1,0,116,11,336,0,4,192,0,16,0,0,30,716,0
"Mt Victoria","St Joseph's Church, Bill Pearce Room, 154 Brougham Street",0,0,0,0,0,0,1,0,0,0,10,0,0,8,0,2,0,0,0,21,0
"Newtown","Newtown School Hall, Mein Street",1,16,3,4,0,1,2,0,190,11,737,0,12,187,0,21,0,0,28,1213,12
,"St James Presbyterian Church Lounge, 235 Adelaide Road",0,0,0,1,0,0,0,0,40,1,77,0,1,28,0,7,0,0,4,159,0
,"The Congregational Christian Church of Samoa EFKS, Room 2, 172-180 Owen Street",0,0,0,1,0,0,2,0,29,4,129,0,4,24,0,4,0,0,7,204,0
,"Trinity Union Church Hall, Riddiford St / Hall Avenue",0,3,0,0,0,0,2,0,71,3,128,0,1,42,0,4,0,0,6,260,0
,"Wellington Chinese Baptist Church Hall, 24 Donald McLean Street",1,7,2,2,0,0,3,0,140,11,475,1,7,102,0,26,0,0,19,796,8
,"Wellington South Salvation Army Hall, 16-22 Constable Street",0,2,1,4,0,0,2,0,131,7,450,2,8,138,1,25,1,1,20,793,10
"Oriental Bay","Overseas Terminal, Ground Floor, 1 Herd Street",0,1,0,0,0,0,0,0,13,0,30,0,1,24,0,0,0,0,2,71,0
"Owhiro Bay","Owhiro Bay School Hall, 96 Happy Valley Road",1,6,0,0,2,0,0,0,68,5,243,1,5,101,0,18,0,0,10,460,0
"Rongotai","Rongotai College, Renner Hall, 170 Coutts Street",0,12,0,1,1,0,3,0,89,16,840,1,6,302,3,41,0,0,31,1346,11
"Roseneath","St Barnabas Church Hall, 15 Maida Vale Road",0,9,0,0,0,0,1,0,108,3,196,0,4,246,0,8,1,0,15,591,1
"Seatoun","St Anthony's School Junior Block 1, 10 Ludlam Street",0,13,0,1,1,0,0,0,58,2,241,0,6,384,0,11,0,0,25,742,1
,"St Christopher's Village Hall, Ventnor Street (cnr Forres Street)",0,9,0,0,0,1,1,0,34,4,205,0,3,262,1,17,0,0,13,550,0
"Strathmore Park","Ancient & Apostolic Church of the East, St George Parish, 6 Glamis Ave",0,6,1,1,1,0,2,0,31,10,262,0,2,237,0,26,1,0,9,589,0
,"Garage, 20 Ahuriri Street",0,2,1,2,0,0,0,0,17,2,168,0,1,51,0,15,0,0,4,263,2
,"Strathmore Community School, Strathmore Avenue",0,5,0,4,1,0,1,0,45,5,333,0,3,159,0,19,0,0,13,588,1
"Vogeltown","Garage, 2/2 Short Street",0,3,0,1,0,0,0,0,53,6,142,0,1,55,0,16,0,0,7,284,1
"Worser Bay","Worser Bay School, Middle Area, 168 Seatoun Heights Road",0,5,0,0,2,0,0,0,47,2,148,1,0,154,0,11,0,0,7,377,1
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,1,1,1,4,0,0,0,17,8,194,1,1,119,0,16,0,0,3,366,22
,"Ordinary Votes BEFORE polling day",2,42,0,6,4,1,12,0,356,35,1422,2,12,851,0,108,0,0,91,2944,8
,"Special Votes BEFORE polling day",1,3,2,3,1,1,1,0,54,2,251,1,3,127,0,13,1,0,14,478,1
,"Special Votes On polling day",0,25,2,5,2,1,7,0,462,20,1552,0,25,690,1,67,0,0,72,2931,12
,"Overseas Special Votes including defence force",2,17,0,1,1,0,1,0,164,6,523,0,5,267,1,17,0,0,25,1030,1
,"Special Votes Allowed for Party Only",1,5,0,5,1,0,2,0,61,2,222,1,17,78,0,13,0,0,5,413,0
,"Rongotai Total",18,379,31,83,39,10,107,1,4630,394,18327,20,232,10210,11,1109,7,3,1069,36680,164
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36844
"Electorate Party Valid Votes for Rongotai",,"Labour Party - .4996455834"
"99 MP Party",18,.0004907306
"ACT New Zealand",379,.0103326063
"Alliance",31,.0008451472
"Aotearoa Legalise Cannabis Party",83,.0022628135
"Christian Heritage NZ",39,.0010632497
"Democrats for Social Credit",10,.0002726281
"Destiny New Zealand",107,.002917121
"Direct Democracy Party",1,.0000272628
"Green Party",4630,.1262268266
"Jim Anderton's Progressive",394,.0107415485
"Labour Party",18327,.4996455834
"Libertarianz",20,.0005452563
"Mâori Party",232,.0063249727
"National Party",10210,.2783533261
"New Zealand Family Rights Protection Party",11,.0002998909
"New Zealand First Party",1109,.0302344602
"OneNZ Party",7,.0001908397
"The Republic of New Zealand Party",3,.0000817884
"United Future New Zealand",1069,.0291439477
