Party and Electorate Candidate Votes Recorded at each polling place
"Mt Albert 27","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
"Newton","Newton Central School Hall, Waima Street",0,4,0,1,0,0,1,0,48,2,117,0,2,34,0,4,0,0,3,216,1
"Owairaka","Owairaka District School Hall, 113 Richardson Road",1,24,1,0,3,0,13,0,49,13,718,2,4,278,1,48,0,0,27,1182,6
"Roskill","St John's Presbyterian Church Hall, 1 Akarana Avenue",0,10,0,0,1,0,0,0,19,1,71,0,1,60,0,14,0,0,14,191,1
"Sandringham","Christian Family Church Hall, 631 Sandringham Road",0,13,0,0,2,0,0,0,49,10,411,1,1,187,0,30,0,0,14,718,4
,"Edendale School Hall, 419 Sandringham Road",1,32,1,1,0,0,7,0,174,37,1264,0,10,551,1,67,0,0,25,2171,7
,"Salvation Army Community Church Hall, Duncan Avenue",0,12,0,0,1,0,2,0,46,12,474,0,4,177,0,30,0,0,23,781,2
"Waterview","Waterview Methodist Church Hall, Fir St (cnr Great North Road)",0,22,0,2,0,0,4,0,86,10,428,0,5,204,2,48,0,0,14,825,9
,"Waterview Primary School Hall, Hardman Street",0,1,0,0,1,0,2,2,55,8,336,1,7,109,0,16,0,0,10,548,1
"Western Springs","Greek Orthodox Church Hall, 108 Western Springs Road",0,8,0,1,1,0,2,0,105,4,350,1,6,202,1,23,0,0,14,718,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,1,0,0,0,0,0,0,5,2,128,0,0,46,0,17,0,0,5,204,0
,"Ordinary Votes BEFORE polling day",1,32,1,0,5,0,9,0,171,21,913,1,3,572,2,54,0,0,47,1832,4
,"Special Votes BEFORE polling day",0,1,0,0,0,0,1,0,7,1,49,0,1,20,0,8,0,0,0,88,0
,"Special Votes On polling day",0,71,3,11,3,0,19,3,383,29,2072,3,24,890,4,109,0,0,66,3690,9
,"Overseas Special Votes including defence force",0,10,0,0,2,0,0,1,107,4,303,0,2,154,0,7,0,0,10,600,1
,"Special Votes Allowed for Party Only",0,7,0,3,1,0,5,0,49,4,361,1,20,111,1,19,0,0,8,590,5
,"Mt Albert Total",6,651,22,43,40,3,157,10,2985,356,17501,19,168,8488,20,1089,0,5,649,32212,130
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32342
"Electorate Party Valid Votes for Mt Albert",,"Labour Party - .5433068422"
"99 MP Party",6,.000186266
"ACT New Zealand",651,.0202098597
"Alliance",22,.0006829753
"Aotearoa Legalise Cannabis Party",43,.0013349062
"Christian Heritage NZ",40,.0012417733
"Democrats for Social Credit",3,.000093133
"Destiny New Zealand",157,.00487396
"Direct Democracy Party",10,.0003104433
"Green Party",2985,.0926673289
"Jim Anderton's Progressive",356,.0110517819
"Labour Party",17501,.5433068422
"Libertarianz",19,.0005898423
"Mâori Party",168,.0052154477
"National Party",8488,.2635042841
"New Zealand Family Rights Protection Party",20,.0006208866
"New Zealand First Party",1089,.0338072768
"OneNZ Party",0,0
"The Republic of New Zealand Party",5,.0001552217
"United Future New Zealand",649,.020147771
