Party and Electorate Candidate Votes Recorded at each voting place
"Whangarei 63","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Raurimu Avenue School, Raurimu Avenue",0,3,0,19,1,0,27,2,80,1,87,30,0,0,1,251,2
,"St James Church, 135 Onerahi Road",4,6,2,80,4,1,91,6,223,4,455,167,0,1,5,1049,2
"Otaika","Lifesway Bible Church, corner Tarewa & Otaika Roads",2,2,0,20,2,1,36,9,124,4,157,89,0,0,1,447,0
,"Otaika Valley School, Valley View Road",1,1,0,18,4,1,25,2,43,0,194,52,1,0,2,344,0
"Otangarei","Te Kura o Otangarei, 181 William Jones Drive",2,0,1,4,0,0,6,8,42,5,2,17,0,0,0,87,0
"Parua Bay","Parua Bay School, 1396 Whangarei Heads Road",8,4,1,36,5,1,129,2,109,4,386,76,0,0,2,763,0
"Poroti","Poroti School, Mangakahia Road",5,1,0,8,1,0,13,0,19,2,102,31,0,0,1,183,1
"Portland","Portland Primary School, 10 Portland School Road",0,0,0,3,0,0,10,1,26,0,27,17,0,0,0,84,0
"Raumanga","Manaia View School Hall, 64 Murdoch Crescent",1,3,0,20,5,0,23,10,87,2,88,49,0,0,0,288,0
,"Northland Polytechnic, 49-59 Raumanga Valley Road",0,3,0,10,0,0,22,8,65,2,85,49,0,0,1,245,3
"Regent","Anglican Parish Hall, 2A Kamo Road",2,6,0,31,2,1,83,3,165,4,372,112,1,1,4,787,4
"Riverside","Shackleton Scout Hall, 52a Riverside Drive",1,1,1,26,2,0,48,1,62,1,173,59,0,0,2,377,0
"Ruakaka","Bream Bay College, Peter Snell Road",1,4,2,22,2,2,51,3,130,3,334,138,0,0,2,694,6
,"Ruakaka School, 12 Sandford Road",0,1,0,22,1,0,20,2,30,1,117,25,0,0,1,220,0
"Ruatangata","Ruatangata Hall, 1190 Pipiwai Road",1,0,1,18,1,0,22,0,33,0,178,30,0,0,0,284,1
"Springs Flat","Alive Christian Fellowship, 55 Great North Road",1,0,0,12,0,1,3,2,22,2,82,27,0,0,0,152,0
"Tamaterau","Tamaterau Hall, Whangarei Heads Road",3,0,0,32,0,0,34,0,37,3,199,44,0,0,2,354,0
"Tauraroa","Tauraroa Area School, Omana Road",1,0,0,11,0,0,5,1,8,0,67,19,0,0,0,112,1
"Tikipunga","Tikipunga High School, 194 Corks Road",3,5,0,27,3,0,27,0,121,1,231,72,0,0,0,490,3
,"Totara Grove School, 38 Corks Road",0,2,0,10,1,0,37,2,79,2,130,36,0,0,1,300,0
,"Trinity Uniting Church, 4 Otuhiwai Crescent",3,7,1,54,0,0,57,5,152,2,369,145,0,0,7,802,3
"Waiotira","Waiotira School, Ararua Road",0,0,0,3,0,0,2,1,6,0,10,3,0,0,0,25,0
"Waipu","Waipu Coronation Hall, 47 The Centre",8,3,4,27,1,1,97,3,94,10,412,120,0,0,3,783,2
"Whananaki","Whananaki School, Whananaki North Road",0,0,0,0,0,0,2,0,4,0,10,2,0,0,0,18,0
"Whangarei","NZ Post Service Centre, 21 Rewa Rewa Road",1,0,0,11,1,1,19,4,49,1,148,43,0,0,2,280,0
,"Regent Training Classrooms, 29 Maunu Road",0,2,0,9,0,0,33,1,66,1,117,39,0,2,0,270,2
,"The Hub, Whangarei Town Basin, 91 Dent Street",3,1,2,22,5,0,60,5,77,2,246,64,0,0,2,489,2
,"Whangarei Intermediate School, 32 Rust Avenue",6,6,1,34,3,0,109,14,163,3,245,89,2,1,2,678,2
"Whangarei Heads","McLeod Bay Hall, 3 Stuart Road",0,1,0,24,1,3,97,1,69,4,252,47,0,0,0,499,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",57,31,9,465,36,9,825,105,1545,55,4989,1235,3,0,21,9385,32
,"Special Votes BEFORE polling day",3,4,0,29,2,0,104,10,141,6,359,83,0,0,1,742,1
,"Special Votes On polling day",13,28,2,78,2,0,249,29,381,13,726,211,1,3,4,1740,8
,"Overseas Special Votes including Defence Force",1,1,0,12,1,0,95,13,51,0,163,27,0,0,1,365,1
,"Votes Allowed for Party Only",2,2,1,5,2,2,68,27,140,8,100,67,1,0,2,427,2
,"Whangarei Total",205,183,38,1925,116,34,3611,386,6575,196,18503,4936,15,16,93,36832,117
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36949
"Electorate Party Valid Votes for Whangarei",,"National Party - .5023620765"
"ACT New Zealand",205,.0055658123
"Aotearoa Legalise Cannabis Party",183,.0049685056
"Ban1080",38,.0010317116
"Conservative",1925,.0522643354
"Democrats for Social Credit",116,.0031494353
"Focus New Zealand",34,.0009231103
"Green Party",3611,.098039748
"Internet MANA",386,.0104800174
"Labour Party",6575,.1785132493
"Māori Party",196,.0053214596
"National Party",18503,.5023620765
"New Zealand First Party",4936,.134013901
"NZ Independent Coalition",15,.0004072546
"The Civilian Party",16,.0004344049
"United Future",93,.0025249783
