Party and Electorate Candidate Votes Recorded at each polling place
"Waikato 54","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Cambridge","Cambridge East School, corner Bowen & Williams Streets",0,0,0,0,0,3,0,0,7,0,0,14,1,0,0,0,0,0,0,25,0
,"Cambridge Middle School, corner Clare & Grey Streets",0,0,1,0,0,0,0,0,5,0,0,13,5,0,0,0,0,1,0,25,0
,"Cambridge Primary School, Wilson Street",2,0,0,0,0,3,0,0,7,0,0,39,2,0,0,1,0,1,0,55,0
"Fencourt","Goodwood School, 517 Fencourt Road",16,0,1,2,1,13,1,2,32,0,4,207,20,0,0,1,0,3,0,303,0
"Flagstaff","Alandale Retirement Village, 1199 River Road North",7,0,0,0,1,2,0,0,4,0,0,41,0,0,0,1,0,2,0,58,2
"Glen Massey","Glen Massey School, 897 Waingaro Road",17,0,0,1,0,17,2,2,43,1,0,74,11,0,0,1,0,5,0,174,0
"Glen Murray","Glen Murray Hall, 2271 State Highway 22",17,0,2,0,4,1,0,1,13,0,0,78,9,0,0,0,0,1,0,126,0
"Gordonton","Gordonton School, 50 Woodlands Road",51,0,2,1,1,12,3,7,67,0,7,370,19,0,0,3,0,6,0,549,0
"Hamilton West","Waikato Hospital, Pembroke Street, Level B5, main entrance foyer",1,0,0,0,0,4,0,1,5,0,0,21,1,0,0,0,0,0,0,33,0
"Hautapu","Hautapu School, corner Forrest & Hautapu Roads",14,0,2,2,0,6,1,0,32,0,2,138,16,0,0,2,0,1,0,216,0
"Hillcrest","Hillcrest Normal School, 218 Cambridge Road",19,0,2,0,0,18,1,0,50,0,1,178,10,0,0,1,0,0,0,280,0
"Hinuera","Hinuera School, corner Highway 29 & Hinuera Road",19,0,1,0,1,6,1,0,24,0,2,195,17,0,0,2,0,3,0,271,0
"Horotiu","Horotiu School, Horotiu Bridge Road",33,0,3,0,1,15,3,2,122,0,6,307,17,0,0,2,0,9,0,520,0
"Horsham Downs","Horsham Downs School, 4 Martin Lane",17,0,1,0,0,10,1,6,30,2,0,232,9,0,0,1,0,7,0,316,0
"Huntly","Civic Centre (Riverside Room), 148 Main Street",20,1,1,1,4,14,3,0,155,0,3,126,29,0,0,4,0,1,0,362,2
,"Kimihia School, Tamihana Avenue",7,0,3,1,1,7,4,1,130,0,2,110,9,0,0,1,0,10,0,286,2
,"Red Cross Hall, Hakanoa Street",18,0,3,1,3,22,3,4,346,0,5,269,59,0,0,5,0,8,0,746,2
