Party and Electorate Candidate Votes Recorded at each voting place
"Bay of Plenty 2","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Te Puna","Te Puna Memorial Hall, Te Puna Road",1,2,5,74,2,1,30,7,49,5,550,103,2,0,1,832,0
,"Te Puna School, 225 Te Puna Road",1,0,0,19,0,0,23,2,37,7,181,47,0,1,3,321,0
"Welcome Bay","Baden Powell Hall, 39 Welcome Bay Road",1,9,1,83,0,0,95,1,144,8,541,140,1,2,1,1027,4
,"Selwyn Ridge Primary School, 20 Holmburn Street",1,1,1,65,1,0,65,1,82,4,335,96,1,1,2,656,1
,"Welcome Bay School, 309 Welcome Bay Road",1,5,2,87,0,0,78,4,147,10,537,162,1,0,4,1038,2
"Whakamarama","Whakamarama Public Hall, 469 Whakamarama Road",0,0,1,25,4,0,37,1,20,2,217,49,0,0,1,357,2
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",33,25,6,752,9,1,670,47,1516,51,7612,1946,38,0,19,12725,39
,"Special Votes BEFORE polling day",1,2,3,32,1,1,116,3,136,2,503,91,2,0,2,895,2
,"Special Votes On polling day",6,13,7,87,1,0,226,21,289,13,922,223,5,4,8,1825,2
,"Overseas Special Votes including Defence Force",2,0,0,28,1,0,66,8,44,5,270,19,0,0,3,446,0
,"Votes Allowed for Party Only",2,9,1,16,0,0,52,17,118,11,172,76,3,0,2,479,4
,"Bay of Plenty Total",90,126,50,2072,33,6,2645,187,4783,207,21096,5100,104,10,78,36587,88
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36675
"Electorate Party Valid Votes for Bay of Plenty",,"National Party - .5765982453"
"ACT New Zealand",90,.0024598901
"Aotearoa Legalise Cannabis Party",126,.0034438462
"Ban1080",50,.0013666056
"Conservative",2072,.0566321371
"Democrats for Social Credit",33,.0009019597
"Focus New Zealand",6,.0001639927
"Green Party",2645,.0722934376
"Internet MANA",187,.005111105
"Labour Party",4783,.1307294941
"Māori Party",207,.0056577473
"National Party",21096,.5765982453
"New Zealand First Party",5100,.1393937737
"NZ Independent Coalition",104,.0028425397
"The Civilian Party",10,.0002733211
"United Future",78,.0021319048
