Party and Electorate Candidate Votes Recorded at each polling place
"West Coast-Tasman 60","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Ahaura ","Awahono School, 20 Napoleon Street",2,0,0,3,0,5,18,0,0,0,91,1,0,120,1
"Appleby ","Appleby School, 19 Moutere Highway, RD1",5,0,0,14,0,51,56,0,0,0,201,16,4,347,1
"Arahura","Te Tari O Te Runanga O Ngatiwaewae, 1 Old Christchurch Road (off State Highway 6)",2,0,2,1,0,17,16,0,0,1,36,5,0,80,1
"Atarau","Moonlight Hall, Atarau Road",0,0,1,2,0,5,6,0,0,0,48,2,0,64,0
"Barrytown","Barrytown School, Cargill Road",1,0,1,3,0,16,19,0,1,0,32,4,0,77,0
"Blackball ","Blackball Fire Station, Hilton Street",3,0,3,2,0,17,71,0,1,0,49,8,4,158,3
"Blacks Point","Blacks Point Museum, Franklyn Street",1,0,0,2,0,3,14,2,1,0,25,6,2,56,2
"Brightwater","Brightwater School, 106 Ellis Street",1,0,5,13,0,45,52,1,0,5,166,8,6,302,2
"Bruce Bay","Bruce Bay Hall, State Highway 6",0,0,0,0,0,0,2,0,0,0,28,1,1,32,1
"Camerons","Bill Maher Hall, Main South Road",1,0,0,2,0,8,40,0,2,0,66,5,4,128,1
"Carters Beach","Carters Beach Hall, Marine Parade",1,1,0,4,0,9,71,0,0,1,110,11,1,209,0
"Charleston ","Charleston Hall, corner Darkies Terrace Road & State Highway 6",1,0,1,0,0,10,18,0,0,2,40,10,1,83,1
"Cobden ","Bowling Club Rooms, 84a Ward Street",0,0,1,6,0,8,74,0,1,0,50,9,2,151,1
,"Cobden School, 53 Fox Street",3,0,5,10,1,31,205,0,0,1,172,28,5,461,0
"Collingwood","Memorial Hall, Tasman Street",3,0,0,7,0,39,50,0,2,4,130,2,9,246,0
"Dobson ","Paparoa Range School, 8 Herald Street",3,0,6,12,1,11,76,0,0,1,117,18,2,247,5
"Dovedale","Dovedale School,  Dovedale Road ",2,0,0,6,0,48,33,0,0,0,98,7,2,196,2
"Dunollie","Dunollie St John's Hall, corner Bute & Inverness Streets",1,0,0,3,0,9,66,0,0,0,54,19,1,153,2
"East Takaka  ","East Takaka Hall, 420 East Road",0,0,0,0,0,24,8,1,0,0,26,1,1,61,0
"Fox Glacier","Community Hall (next to the Department of Conservation), State Highway 6",1,0,0,3,1,16,7,0,0,0,68,0,1,97,1
"Foxhill","Lord Rutherford Hall, State Highway 6",3,0,0,7,0,20,35,1,0,1,132,8,6,213,1
"Franz Josef","Franz Josef Community Centre, Main Road",1,0,2,2,0,26,26,0,0,1,76,7,6,147,0
"Golden Bay ","Aorere Public Hall, Collingwood-Bainham Road",1,0,0,3,0,17,7,0,0,0,45,3,1,77,0
"Granity ","Granity School, 83 Torea Street",0,0,2,5,0,22,56,0,0,0,34,5,3,127,0
"Greymouth","Blaketown School, 90 Blake Street",4,1,3,10,0,15,164,0,0,3,139,36,1,376,5
,"Grey Base Hospital, High Street",0,0,0,3,0,15,35,0,0,2,58,11,1,125,0
,"Grey United Tennis Club, Shakespeare Street",6,1,3,10,0,23,177,0,0,2,252,34,4,512,6
,"Greymouth Main School, Joyce Crescent",5,0,2,6,1,27,129,0,0,2,190,19,6,387,2
,"Karoro Learning Centre, 180 Tainui Street",3,0,7,16,0,27,138,0,1,5,165,28,7,397,7
,"Karoro School, Old Library, Main South Road",2,0,0,12,0,12,59,0,1,1,186,10,8,291,1
,"Regent Theatre, corner MacKay & Herbert Streets",3,0,5,6,0,27,81,1,1,2,155,21,7,309,5
"Haast","Haast Rescue Centre, Pauareka Road",3,0,0,1,0,9,9,0,0,0,35,0,3,60,0
,"Haast School, Hannahs Clearing",1,0,2,0,0,3,7,0,1,0,23,0,2,39,0
"Hari Hari ","South Westland Area School, 92 Wanganui Flat Road",2,0,1,2,0,9,18,0,0,0,114,9,14,169,0
"Hokitika","Church of Christ Hall, corner Sale & Stafford Streets",3,0,2,15,3,27,91,0,0,3,166,24,8,342,6
,"Kokatahi-Kowhitirangi School, 35 Upper Kokatahi Road",2,0,0,4,0,7,16,0,0,0,94,0,1,124,1
,"Regent Theatre, Reynolds Room, 23 Weld Street",5,0,3,18,0,78,112,0,1,3,248,26,12,506,5
,"St Mary's Primary School Hall, 87 Sewell Street",1,0,3,6,1,28,97,0,0,1,164,25,10,336,5
,"Westland High School, 140 Hampden Street",3,0,4,8,1,49,114,1,0,5,213,17,8,423,6
"Ikamatua ","Ikamatua Fire Station, Main Road",1,0,0,5,0,6,18,1,0,3,115,6,6,161,3
"Inangahua Junction","Inangahua Junction Hall, State Highway 6, RD1 ",2,0,2,1,0,7,7,0,0,0,45,6,1,71,0
"Kaiata ","Kaiata Hall, 12 Golf Links Road",5,0,0,3,0,5,40,0,1,1,59,10,1,125,1
"Kaiteriteri ","Kaiteriteri Motor Camp, 5 Kaiteriteri-Sandy Bay Road",1,0,0,6,0,18,29,0,0,0,89,3,2,148,0
"Kaniere  ","Kaniere School, 16 Camp Street",2,0,1,3,0,26,29,0,0,0,119,5,1,186,2
"Karamea ","Karamea Area School, 105 Waverley Street",3,0,1,6,0,31,63,0,1,2,125,15,3,250,0
,"Little Wanganui Hall, 3288 Karamea Highway",1,0,1,1,0,8,20,0,0,0,35,6,2,74,1
"Kowhitirangi","Kowhitirangi Hall, Kaniere-Kowhitirangi Road",3,0,0,0,0,3,8,0,0,0,58,2,0,74,0
"Kumara","Memorial Hall, 56 Seddon Street",3,0,1,7,0,26,84,0,0,0,87,16,18,242,2
"Lower Moutere","Lower Moutere School Hall, 8 School Road",4,0,0,19,0,89,92,1,3,4,151,22,2,387,3
"Mapua ","Mapua School, 4 Stafford Drive",9,1,4,36,2,211,235,1,1,4,574,45,15,1138,10
"Marahau","Marahau Fire Station Hall, Sandy Bay-Marahau Road",1,0,2,1,0,59,17,0,0,0,45,3,2,130,3
"Maruia","Maruia School, Station Creek, State Highway 65",6,0,0,6,1,5,3,0,0,0,47,2,3,73,2
"Moana","Lake Brunner School, 21 Ahau Street",3,0,0,7,0,7,33,0,0,2,109,9,3,173,0
"Motueka","Masonic Centre, 8 Inglis Street",1,0,3,14,0,63,160,0,0,0,160,34,2,437,6
,"Motueka South School, 450 High Street",2,0,3,30,1,118,210,1,1,1,259,27,3,656,5
,"Motueka Tasman District Council Service Centre, Hickmott Place ",4,0,4,43,2,109,263,0,3,0,384,54,9,875,14
,"Parklands School, Technology Building, 9-19 Pah Street",5,0,5,19,0,149,409,1,5,5,491,64,11,1164,9
"Motupiko","Quinney's Bush Camp, 263 State Highway 6",1,0,1,5,0,0,17,0,0,0,52,2,3,81,1
"Motupipi  ","Motupipi School, 435 Abel Tasman Drive",3,0,2,6,1,75,80,0,3,3,89,14,1,277,2
"Murchison ","Murchison Area School, 61 Waller Street",6,0,4,5,0,42,72,1,2,0,188,4,8,332,6
"Nelson Creek ","Nelson Creek Hall, Nelson Creek Road",4,1,0,1,0,2,20,0,0,0,34,2,1,65,0
"Ngahere ","Ngahere Hall, State Highway 7",1,0,0,6,0,4,30,0,0,1,66,9,3,120,1
"Ngakawau ","Ngakawau Domain Hall, Main Road",1,0,0,5,0,27,63,0,1,0,56,25,2,180,1
"Ngatimoti ","Ngatimoti School, 4 Greenhill Road, RD1",0,0,1,12,0,84,44,0,3,2,61,14,2,223,1
"Onekaka","Onekaka Hall, State Highway 60",2,0,0,4,0,88,29,0,1,0,48,3,0,175,1
"Pakawau","Pakawau Public Hall, Pakawau Road, RD1",2,0,2,8,0,15,16,0,2,0,47,9,0,101,0
"Paroa","Paroa School, 494 Main South Road",4,0,3,15,2,26,106,0,0,1,289,25,3,474,3
"Pohara","Pohara Hall, Abel Tasman Drive",0,0,0,9,0,65,62,0,1,0,111,14,3,265,2
"Pokororo","Pokororo Public Hall, Westbank Road",0,0,2,3,0,36,28,1,0,1,19,6,0,96,1
"Punakaiki","Punakaiki Canoes, State Highway 6",0,0,0,4,0,26,16,0,0,0,16,5,3,70,0
"Puramahoi","Puramahoi Public Hall, Takaka-Collingwood Highway",2,0,1,7,1,26,24,0,2,1,43,1,1,109,1
"Redwood Valley","Redwood Valley Hall, Moutere Highway, RD1",2,1,1,6,3,30,36,0,0,4,145,11,3,242,0
"Reefton","Reefton Area School, 10 Victory Street",1,0,0,4,1,6,45,0,1,0,73,16,6,153,2
,"Reefton Community Centre, 52-54 Shiel Street",3,0,3,6,0,13,80,0,1,2,147,21,4,280,3
,"Reefton Hospital, Broadway",2,0,0,3,0,2,23,0,0,1,24,4,1,60,3
"Richmond","Tasman District Council Office, 189 Queen Street",1,0,1,5,0,29,38,0,0,0,77,6,0,157,0
"Riwaka","Memorial Hall, 398 Main Road",0,0,4,10,0,43,62,0,0,1,99,8,2,229,1
,"Riwaka School, 22 School Road",4,0,3,8,0,47,102,0,0,1,127,20,3,315,4
"Ross","Ross School, Moorhouse Street",1,0,0,2,0,15,34,0,1,0,98,18,7,176,2
"Rotomanu","Rotomanu Hall, Lake Brunner-Kumara Road",0,0,0,2,0,4,8,0,0,0,35,2,1,52,0
"Runanga","Runanga School Hall, Duncan Street",1,0,8,9,0,23,144,2,1,1,109,40,1,339,0
"St Arnaud ","Lake Rotoiti School, Main Road",1,1,0,6,1,41,21,2,0,0,66,5,3,147,1
"Stanley Brook","Stanley Brook Hall, Motueka Valley Highway",1,0,0,2,0,11,10,0,0,0,37,2,5,68,0
"Takaka","Central Takaka School, 44 Central Takaka Road",1,0,0,5,0,51,28,0,2,0,66,2,0,155,0
,"Golden Bay High School, 12 Waitapu Road",2,0,3,11,0,73,88,1,0,3,103,21,5,310,5
,"Tasman District Council Office, 78 Commercial Street",3,1,8,8,0,145,153,1,4,4,160,21,6,514,1
"Tapawera ","Tapawera Area School, 46 Main Road",7,0,2,12,0,49,66,2,1,1,169,25,5,339,5
"Tasman","Tasman School, 417 Aporo Road",2,0,4,10,0,95,63,0,1,3,202,16,2,398,2
"Taylorville","Old School, 717 Taylorville Road",0,0,0,3,0,5,30,0,0,0,31,12,3,84,0
"Umukuri","Brooklyn School, 256 Umukuri Road",0,0,2,8,0,67,78,0,0,0,109,18,3,285,1
"Upper Moutere","Mahana School, School Road, RD2",1,0,1,7,0,53,38,0,0,1,124,12,0,237,1
,"Upper Moutere School Hall, Main Road",4,0,1,19,0,122,105,0,2,0,238,22,4,517,2
"Upper Takaka","Upper Takaka Community Hall, 2 Aaron Creek Road",0,0,0,0,0,29,16,0,1,0,38,6,1,91,0
"Waimea West","Waimea West Public Hall, Waimea West Road",1,0,2,3,0,12,13,0,0,1,59,1,3,95,2
"Wakefield","Wakefield School, Edward Street",8,0,7,40,0,138,253,0,2,3,659,68,11,1189,8
"Westport","IHC Buller Branch, 149 Derby Street",0,0,1,4,0,4,92,1,1,0,44,24,1,172,2
,"Sergeants Hill Hall, Caledonian Road",2,0,1,1,0,7,29,0,0,0,60,13,3,116,1
,"St Canice's School, 24a Brougham Street",1,0,8,8,0,34,232,0,3,1,237,53,12,589,4
,"Waimangaroa School, 16 Stewart Street",0,0,2,4,0,16,45,0,3,0,35,25,3,133,0
,"Westport Courthouse, 11 Wakefield Street",1,1,4,16,0,30,150,0,0,0,156,38,2,398,4
,"Westport North School, 65 Cobden Street",0,0,6,12,0,33,214,1,0,1,193,51,6,517,2
,"Westport South School, Derby Street",1,0,1,7,0,20,145,0,0,0,150,31,4,359,5
"Whataroa","Whataroa School, 65 Scally Road  ",0,1,3,2,0,6,13,0,0,2,77,9,3,116,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Nelson",7,0,1,9,2,103,108,0,0,2,359,35,3,629,7
,"Ordinary Votes BEFORE polling day - Taken in West Coast-Tasman",35,4,29,247,3,550,1351,1,10,21,1867,237,58,4413,49
,"Special Votes BEFORE polling day",4,0,5,9,0,120,142,0,2,4,211,27,5,529,1
,"Special Votes On polling day",15,2,25,35,2,370,428,5,8,8,755,91,19,1763,8
,"Overseas Special Votes including Defence Force",3,0,0,3,2,53,39,0,1,1,68,3,0,173,1
,"Votes Allowed for Party Only",2,0,6,5,0,69,78,1,3,2,88,11,2,267,3
,"West Coast-Tasman Total",278,16,249,1075,33,4787,9200,31,91,145,15462,1931,468,33766,288
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34054
"Electorate Party Valid Votes for West Coast-Tasman",,"National Party - .4579162471"
"ACT New Zealand",278,.0082331339
"Alliance",16,.0004738494
"Aotearoa Legalise Cannabis Party",249,.0073742818
"Conservative Party",1075,.0318367589
