Party and Electorate Candidate Votes Recorded at each polling place
"Invercargill 19","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Arrowtown","Arrowtown Primary School, 9 Chalmers Place",1,0,0,0,0,6,3,0,0,0,24,4,0,38,0
"Bluff","Bluff Community School, 39 Bradshaw Street",2,0,5,6,3,32,203,0,2,2,106,51,3,415,9
,"St Teresa's School, 181 Foyle Street",5,0,2,3,0,21,135,1,1,4,74,30,1,277,4
"Brydone","Brydone Hall, 12 Brydone-Glencoe Road",3,0,2,5,0,3,8,0,0,0,48,3,0,72,0
"Colac Bay","Colac Bay Fire Station, 16 Colac Bay Road",2,0,3,1,0,2,10,0,0,0,51,6,1,76,1
"Dacre","Dacre Coronation Hall, Edendale-Woodlands Highway",4,0,1,7,0,7,9,0,0,2,96,5,0,131,1
"Edendale","Edendale School, 24 Salford Street",11,0,3,10,1,25,67,0,0,3,259,14,4,397,7
"Frankton","St Margaret's Church, corner Kawarau Road & Ross Street",2,0,0,1,0,0,6,0,0,0,15,0,0,24,0
"Glenham","Glenham School, 22 Glenham School Road",8,0,1,3,0,1,2,0,0,1,60,3,1,80,2
"Gorge Road","Gorge Road School, 4 Factory Road",2,0,1,3,0,1,13,0,1,1,82,2,0,106,1
"Grove Bush","Grove Bush Hall, corner Grove Bush-Woodlands & Tussock Creek-Grove Bush Roads",8,0,0,2,0,5,13,0,0,0,66,8,0,102,1
"Hedgehope","Hedgehope School, 2250 Winton-Hedgehope Highway",2,0,0,3,0,0,4,0,0,0,71,2,3,85,2
"Invercargill","Ascot Community School Hall, 580 Tay Street",2,0,4,20,3,56,244,1,2,2,363,43,8,748,7
,"Aurora College, 234 Regent Street",5,2,4,7,1,30,155,0,4,0,101,22,2,333,1
,"CCS Disability Action Southland, 142 Don Street",0,0,0,6,0,23,80,0,1,1,100,15,1,227,1
,"Clarendon Kindergarten, 30 Waiau Place",2,0,4,9,2,19,132,1,0,0,59,24,3,255,4
,"Donovan Primary School, 200 Drury Lane",8,1,4,8,3,62,274,3,1,5,397,79,16,861,12
,"Eastside Baptist Church, corner Glengarry Crescent & Yarrow Street",4,1,6,9,0,42,213,2,3,6,165,58,2,511,14
,"Elles Road Bible Chapel, 198 Earn Street",5,2,17,22,6,60,293,0,2,4,183,87,5,686,12
,"Fernworth School Hall, 288 Pomona Street",1,2,6,14,6,69,480,2,3,7,265,109,8,972,8
