Party and Electorate Candidate Votes Recorded at each polling place
"Invercargill 19","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Freedom Community Centre, 85 Adamson Crescent",0,0,4,7,0,25,100,0,1,5,108,29,1,280,6
,"Gladstone Scout Hall, corner Holywood Terrace & Russell Street",4,0,0,8,4,29,61,0,0,1,266,17,1,391,1
,"Grasmere Kindergarten, 10 Heywood Street",3,1,1,9,15,25,156,0,2,0,171,48,1,432,4
,"Holy Trinity Anglican Church Hall, 61 King Street",4,0,4,16,1,87,253,0,0,4,385,53,3,810,4
,"Invercargill Middle School Hall, 31 Jed Street",3,0,6,9,4,35,132,0,1,5,138,34,3,370,6
,"Invercargill Public Library, 50 Dee Street",6,1,8,11,2,58,107,0,0,3,113,21,1,331,0
,"James Hargest College Junior Campus, 6 Layard Street",6,0,1,14,2,60,127,0,0,3,441,36,3,693,3
,"James Hargest College Senior Campus, 288 Layard Street",0,1,5,9,2,53,116,0,0,1,263,15,1,466,2
,"Kew Kindergarten, 51 Selwyn Street",3,0,1,3,0,18,131,0,0,2,81,31,3,273,3
,"Knox Presbyterian Church Hall, 107 Pomona Street",5,2,6,17,2,64,233,0,1,1,159,50,5,545,10
,"Lindisfarne Kindergarten, 34 Mitchell Street",6,0,2,9,1,48,180,0,0,2,229,35,2,514,6
,"New River School Hall, 117 Elizabeth Street",2,1,5,12,1,39,183,0,2,4,118,43,2,412,6
,"Newfield Park School Hall, 82 Wilfrid Street",0,0,4,11,3,35,182,1,0,0,183,25,1,445,1
,"Newfield Public Hall, 707 Tweed Street",6,1,5,24,4,66,351,0,1,8,350,93,10,919,9
,"Pacific Island Advisory and Cultural Trust Southland, 135 Bowmont Street",0,0,3,3,1,11,95,2,0,3,29,13,1,161,4
,"Rosedale Gospel Chapel, 212 Bourke Street",5,0,1,9,0,24,91,0,0,3,170,23,7,333,1
,"Salford School Hall, 110 Lamond Street",3,0,2,2,1,41,110,0,1,0,290,22,9,481,2
,"Southland Girls' High School Hall, 328 Tweed Street",4,1,9,8,1,58,183,0,2,2,145,31,7,451,4
,"St Andrew's Youth Centre, 141 Manse Street",4,2,5,14,1,62,409,1,5,5,262,72,4,846,14
,"St John's Girls' School, 349 Dee Street",4,2,5,3,0,38,104,2,2,2,229,26,3,420,3
,"St John's Parish Hall, 108 Tay Street",2,0,3,5,2,27,90,2,2,2,91,15,4,245,5
,"St Joseph's School, 70 Eye Street",0,0,3,7,1,21,67,0,0,0,42,13,0,154,2
,"St Stephen's Church Hall, 290 North Road",13,1,7,11,2,54,300,0,0,6,571,80,10,1055,15
,"Waihopai School Hall, 121 Herbert Street",8,0,4,6,0,58,121,2,0,1,408,21,1,630,7
,"Waverley Park School, 55 Eden Crescent",2,0,3,5,1,27,96,0,0,1,120,13,4,272,2
,"Windsor Community Church (Presbyterian), 19 Windsor Street",11,0,2,25,6,68,158,2,2,5,464,53,9,805,5
,"Windsor North School Hall, corner Windsor & Chelmsford Streets",8,0,0,4,3,55,145,1,0,2,359,32,8,617,4
"Kennington","Kennington Public Hall, 21 Rimu Road",8,0,0,2,0,8,30,0,0,0,140,18,3,209,0
"Lochiel","Lochiel School, corner Lochiel Bridge & Smith Roads",4,0,1,3,0,6,7,0,0,1,111,2,2,137,1
"Makarewa","Makarewa School, 56 Flora Road East",4,1,1,5,3,33,118,1,0,0,364,47,7,584,4
"Mokoreta","Mokoreta-Redan Centennial Hall, 1725 Wyndham-Mokoreta Road",1,0,0,0,0,0,6,0,0,1,56,3,0,67,4
"Mokotua","Mokotua Public Hall, 12 Clearwater Road",15,0,0,6,1,5,12,0,0,0,116,6,2,163,1
"Myross Bush","Myross Bush Community Hall, 238 Mill Road",14,0,3,8,3,27,55,1,1,2,325,43,4,486,1
"Orepuki","Orepuki and Districts Community Centre, 32 Oldham Street",1,0,1,3,0,0,19,0,1,0,31,10,1,67,2
"Otatara","Otatara Primary School, Dunns Road",9,0,8,32,4,143,289,2,1,9,695,68,7,1267,9
"Queenstown","Memorial Hall, corner Memorial & Stanley Streets",0,0,1,2,0,3,8,0,0,0,20,0,0,34,0
"Rimu","Rimu School, 442 Rimu Road",6,0,0,8,0,11,21,0,0,2,69,10,4,131,2
"Riverton","Riverton Primary School Hall, 7 Leader Street",5,0,5,16,0,68,154,0,0,3,448,60,6,765,6
"Roslyn Bush","Roslyn Bush Playcentre, corner Kennington- Roslyn Bush Road & Lorne-Dacre Highway",3,0,1,0,1,5,5,0,0,1,76,3,0,95,1
"Ryal Bush","Ryal Bush Community Centre, 55 Ryal Bush School Road",3,2,0,1,2,11,17,0,0,1,81,10,1,129,2
"Seaward Downs","Seaward Downs Public Hall, cnr Edendale- Seaward Downs Rd & Mataura Island Highway",5,0,0,1,1,5,6,0,0,0,76,2,4,100,0
"Stewart Island","Halfmoon Bay School, 6 Ayr Street",3,0,5,0,0,40,36,0,0,1,72,6,3,166,1
"Te Anau","Te Anau School Hall, 167 Milford Road",1,0,0,0,0,9,10,0,0,0,49,1,0,70,0
"Te Tipua","Te Tipua School, State Highway 96",2,0,0,0,0,3,1,0,0,0,37,0,1,44,0
"Thornbury","Thornbury Primary School, 28 Muriel Street",6,0,2,5,0,3,14,0,0,0,83,3,0,116,1
"Tisbury","Tisbury School, 3 Boundary Road",4,1,2,3,0,23,89,0,1,2,143,21,2,291,2
"Tokanui","Tokanui School, 18 Duncan Street",4,0,1,10,1,4,11,0,0,0,183,6,0,220,1
"Tuturau","Tuturau Primary School, 285 Shanks Road",3,0,0,2,0,0,3,0,1,0,41,2,0,52,0
"Waianiwa","Waianiwa School, 244 Argyle Otahuti Road",6,0,0,1,2,8,15,1,0,0,134,8,3,178,0
"Waikawa","Waikawa Public Hall, 23 Leamington Street",1,0,0,1,0,5,7,0,0,0,49,3,2,68,2
"Waimahaka","Waimahaka School, 1141 Mataura Island-Fortrose Road",5,0,0,3,1,5,11,0,0,0,81,5,0,111,1
"Wallacetown","Wallacetown School, 34 Mauchline Street",4,0,1,13,1,20,93,0,0,0,220,19,6,377,5
"Winton","Winton Primary School Hall, corner Clyde & Eglinton Streets",0,0,1,2,0,2,7,0,0,0,23,2,1,38,0
"Woodend","Woodend Public Hall, 3 Sommerville Street",4,0,0,3,0,4,35,0,0,0,39,8,0,93,0
"Woodlands","Woodlands Full Primary School, 8 Woodlands-Invercargill Highway",13,1,2,5,0,7,18,0,0,1,155,15,1,218,4
"Wrights Bush","Wrights Bush Public Hall, 757 Riverton Highway",1,0,1,2,2,6,13,0,0,0,74,12,2,113,4
"Wyndham","Wyndham Primary School, 40 Florence Street",4,0,6,15,1,20,53,0,1,3,229,28,1,361,4
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Invercargill",45,4,17,58,14,278,874,4,6,16,2048,166,28,3558,28
,"Special Votes BEFORE polling day",4,0,5,6,1,37,124,0,2,1,182,24,1,387,2
,"Special Votes On polling day",17,3,23,22,4,227,423,2,6,5,794,77,10,1613,16
,"Overseas Special Votes including Defence Force",2,0,1,0,2,22,26,0,0,2,80,3,0,138,0
,"Votes Allowed for Party Only",1,1,7,5,0,25,61,0,1,2,46,13,0,162,4
,"Invercargill Total",397,34,257,643,129,2723,9296,34,63,162,16140,2213,264,32355,324
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32679
"Electorate Party Valid Votes for Invercargill",,"National Party - .4988409828"
"ACT New Zealand",397,.0122701283
"Alliance",34,.0010508422
"Aotearoa Legalise Cannabis Party",257,.0079431309
"Conservative Party",643,.0198732808
"Democrats for Social Credit",129,.003987019
"Green Party",2723,.0841600989
"Labour Party",9296,.2873126256
"Libertarianz",34,.0010508422
"Mana",63,.0019471488
"Māori Party",162,.0050069541
"National Party",16140,.4988409828
"New Zealand First Party",2213,.0683974656
"United Future",264,.0081594808
