Party and Electorate Candidate Votes Recorded at each polling place
"Mt Roskill 27","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Auckland City","Auckland High Court, corner Waterloo Quadrant & Parliament Street",0,0,2,2,0,5,6,0,0,1,5,1,0,22,0
"Avondale","Avondale Baptist Church, 1288 New North Road",2,0,0,9,0,47,125,2,1,1,122,29,0,338,10
,"Avondale Primary School, Crayford Street West",0,0,0,0,0,2,31,0,0,0,5,5,0,43,0
,"Liberty Christian Church, 96 Lansford Crescent",1,0,1,6,0,4,25,0,0,0,33,2,0,72,1
"Balmoral","Auckland Deaf Society Incorporated, 164 Balmoral Road",5,0,0,6,0,29,56,0,0,2,81,0,1,180,1
,"Balmoral Scout Group, Pollard Park, 1a Waitomo Avenue",8,0,4,11,0,83,114,0,1,3,244,21,1,490,1
"Blockhouse Bay","Bay Roskill Sports Club, 231 Whitney Street",0,0,1,1,0,14,42,0,1,0,62,13,0,134,2
,"Blockhouse Bay Community Church, 76 Dundale Avenue",1,0,1,13,0,14,144,0,0,1,119,19,1,313,4
,"Blockhouse Bay Primary School, 584 Blockhouse Bay Road",1,0,0,8,0,14,43,0,0,0,75,9,0,150,0
,"Church of the Saviour, 2 Heaphy Street",0,0,0,4,0,2,19,0,0,0,33,6,1,65,2
,"Glenavon School, 340 Blockhouse Bay Road",4,0,3,22,0,25,303,0,0,1,125,29,1,513,16
,"Iona Presbyterian Church, 38 Donovan Street",0,0,0,3,0,13,53,0,0,1,61,6,0,137,2
"Epsom","Epsom Methodist Church Hall, 12 Pah Road",1,0,0,0,0,2,3,0,0,0,26,0,0,32,0
,"Epsom Normal School, 41 The Drive",0,0,0,1,0,5,10,0,0,0,19,0,1,36,0
,"Sacred Heart Parish Hall, 19 Banff Avenue",0,0,0,1,0,0,5,0,0,0,12,0,0,18,0
"Grafton","Auckland City Hospital, Park Road",0,0,0,0,0,4,19,0,0,0,18,1,0,42,3
"Hillsborough","Hillsborough Baptist Church, 179 Hillsborough Road",6,0,3,31,0,62,205,0,0,12,403,50,5,777,4
,"St David's Church, 202 Hillsborough Road",14,0,2,38,1,67,283,0,1,4,490,58,5,963,7
,"St Margaret's Anglican Church, 102 Hillsborough Road",2,0,1,10,0,19,87,0,0,1,167,31,0,318,0
,"Waikowhai Primary School, 381 Hillsborough Road",13,0,3,20,0,39,221,0,0,4,323,40,1,664,3
"Lynfield","Halsey Drive Primary School, 106 Halsey Drive",10,0,0,30,1,63,265,0,0,6,616,36,6,1033,8
,"Lynfield College School, 191 White Swan Road (main entrance)",7,1,0,9,0,41,220,0,0,0,257,23,0,558,4
,"Lynfield Tennis Club, 18 The Avenue",17,0,4,45,0,55,358,1,1,2,560,67,9,1119,23
"Mt Albert","Marist College, 31 Alberton Avenue",2,0,0,0,0,8,10,0,0,1,11,1,0,33,0
,"Mt Albert Baptist Church, Jubilee Hall, 732 New North Road",0,0,0,0,0,7,11,0,0,0,11,0,0,29,2
,"Mt Albert Presbyterian Church Hall, 14 Mt Albert Road",4,0,0,1,0,1,5,0,0,0,8,2,0,21,0
,"Owairaka District School Hall, 113 Richardson Road",4,0,0,4,0,10,114,0,0,0,61,12,0,205,3
,"Salvation Army Community Church Hall, 218 Mt Albert Road (Duncan Avenue entrance)",5,0,1,2,0,20,123,1,0,2,44,11,1,210,0
"Mt Eden","Auckland Normal Intermediate, 24 Poronui Street",0,0,0,0,0,6,4,0,0,0,9,0,0,19,1
,"Auckland Provincial Guide Centre, 132 Grange Road",1,0,0,1,0,7,13,0,0,0,29,3,0,54,1
