Party and Electorate Candidate Votes Recorded at each polling place
"Mt Roskill 27","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Balmoral School Hall, 19 Brixton Road",0,0,0,0,0,4,8,0,1,0,23,1,0,37,2
,"Good Shepherd Parish Hall, 30 Telford Avenue",2,0,0,1,0,17,43,0,0,0,47,7,0,117,0
,"Maungawhau School, 43 Ellerton Road",15,0,2,22,0,198,282,1,3,10,716,32,5,1286,2
,"St Albans Anglican Church Hall, 443 Dominion Road",2,0,0,0,0,6,11,0,0,0,13,1,0,33,0
"Mt Roskill","Christ The King Parish School Hall, 288 Richardson Road",10,0,4,28,0,40,556,0,2,3,327,53,3,1026,13
,"Dominion Road School, 1 Quest Terrace",6,0,2,23,0,63,314,0,0,4,200,21,4,637,12
,"Hay Park School, 670 Richardson Road",12,0,4,22,0,66,731,0,1,2,433,51,7,1329,20
,"Marshall Laing Primary School, 39 Marshall Laing Avenue",11,0,6,30,1,28,465,0,1,0,375,55,0,972,7
,"May Road School, 504 Richardson Road",18,0,12,38,0,88,1060,0,1,5,547,60,8,1837,37
,"Monte Cecilia Catholic School, 72 Hillsborough Road",8,1,2,24,0,37,123,0,2,0,200,21,1,419,7
,"Mt Roskill Intermediate School, 62 Denbigh Avenue",9,0,0,11,0,33,358,0,4,3,284,29,6,737,9
,"St Giles Presbyterian Church, 1207 Dominion Road",16,1,3,26,1,37,449,1,1,0,456,60,3,1054,19
,"St John's Presbyterian Church, 422 Mt Albert Road",1,2,1,17,1,35,224,1,0,1,158,24,2,467,2
,"Sunnydene Special School, 48 Smallfield Avenue",4,0,1,6,0,48,224,0,1,0,74,16,1,375,7
,"Tri-Star Gymnastic Club Incorporated, 55 Arundel Street",2,0,1,3,0,26,115,0,0,1,164,12,0,324,1
,"Wesley Intermediate School, 798 Sandringham Road",5,1,1,21,0,43,576,0,0,1,161,21,2,832,20
,"Wesley Primary School, 24 Porter Avenue",1,0,0,1,0,11,364,0,5,1,31,20,0,434,6
"New Lynn","New Lynn Friendship Club Hall, 3063 Great North Road",0,0,0,0,0,0,9,0,0,0,10,1,0,20,1
,"New Lynn Salvation Army Hall, 32 Delta Avenue",1,0,0,0,0,1,20,0,0,0,13,2,0,37,2
"New Windsor","New Windsor School, 185 New Windsor Road (64 Peter Buck Road entrance)",13,0,2,42,1,105,607,1,2,2,551,75,11,1412,22
"Onehunga","Onehunga High School, 24 Pleasant Street",1,0,0,10,0,14,46,0,0,1,105,20,3,200,3
"Royal Oak","Royal Oak Intermediate, 74 Symonds Street (Trafalgar Street entrance)",4,0,0,1,0,10,47,0,0,0,93,12,0,167,0
,"Royal Oak Primary School, Chandler Avenue (663 Manukau Road entrance)",0,0,0,1,0,5,25,0,1,1,44,4,0,81,1
"Sandringham","Christian Family Church Hall, 631 Sandringham Road",0,0,0,1,0,6,35,0,0,0,27,4,0,73,2
,"Edendale Primary School Hall, 419 Sandringham Road",2,0,1,0,0,4,35,0,0,1,21,1,0,65,1
"Three Kings","Mt Roskill Primary School, 37 Frost Road",16,1,3,14,1,28,453,0,1,3,348,30,2,900,10
,"Three Kings School, 944 Mt Eden Road",17,0,2,13,0,90,260,0,2,6,377,38,4,809,6
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Epsom",2,0,1,1,0,25,31,0,1,0,140,5,1,207,0
,"Ordinary Votes BEFORE polling day - Taken in Maungakiekie",4,0,0,2,0,19,37,0,0,1,84,8,1,156,1
,"Ordinary Votes BEFORE polling day - Taken in Mt Albert",0,1,1,1,0,8,50,1,1,0,60,10,1,134,5
,"Ordinary Votes BEFORE polling day - Taken in Mt Roskill",24,0,7,87,2,180,1703,0,5,8,1245,185,11,3457,35
,"Ordinary Votes BEFORE polling day - Taken in New Lynn",1,0,0,4,0,18,60,0,0,0,96,16,0,195,5
,"Special Votes BEFORE polling day",4,0,4,8,0,51,337,0,1,3,208,27,1,644,3
,"Special Votes On polling day",23,1,12,38,1,254,1096,2,10,14,845,89,11,2396,19
,"Overseas Special Votes including Defence Force",6,0,1,1,0,41,89,0,1,0,117,4,4,264,0
,"Votes Allowed for Party Only",2,1,9,8,1,44,338,0,13,11,159,23,0,609,11
,"Mt Roskill Total",350,10,108,783,11,2351,14098,11,65,124,12781,1513,125,32330,389
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32719
"Electorate Party Valid Votes for Mt Roskill",,"Labour Party - .4360655738"
"ACT New Zealand",350,.0108258583
"Alliance",10,.0003093102
"Aotearoa Legalise Cannabis Party",108,.0033405506
"Conservative Party",783,.0242189916
"Democrats for Social Credit",11,.0003402413
"Green Party",2351,.072718837
"Labour Party",14098,.4360655738
"Libertarianz",11,.0003402413
"Mana",65,.0020105165
"Māori Party",124,.003835447
"National Party",12781,.3953294154
"New Zealand First Party",1513,.046798639
"United Future",125,.003866378
