Party and Electorate Candidate Votes Recorded at each voting place
"Rongotai 46","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Berhampore","Berhampore School Room One, 105 Britomart Street ",2,1,0,20,1,1,285,12,233,5,151,32,0,2,1,746,6
,"South Wellington Intermediate School Mini Hall, 165 Rintoul Street",1,3,0,5,0,0,111,9,120,2,99,18,0,0,2,370,2
"Breaker Bay","Breaker Bay Hall, 150 Breaker Bay Road",0,0,0,4,0,0,48,0,40,0,50,6,0,0,0,148,1
"Brooklyn","Brooklyn Community Centre, 18 Harrison Street",0,0,0,0,0,0,40,0,46,0,21,8,0,0,1,116,0
,"Brooklyn School Hall, 58 Washington Avenue",0,2,0,1,0,0,57,3,48,3,53,9,0,0,0,176,0
,"St Bernard's School Hall, 40 Taft Street",0,0,0,2,0,0,28,1,20,0,19,0,0,0,0,70,0
"Chatham Islands","Chatham Islands Council Building, 9 Tuku Road, Waitangi",0,0,1,1,0,0,0,0,15,2,37,4,0,0,0,60,0
"Hataitai","Garage, 38 Upoko Road",0,0,0,5,0,0,59,7,47,5,71,7,0,0,1,202,0
,"Hataitai School Hall, corner Arawa, Hataitai & Hohiria Roads",5,2,1,17,0,0,288,19,220,9,469,39,0,0,3,1072,4
,"Kilbirnie School Hall, 72 Hamilton Road",2,5,0,10,0,1,201,10,215,5,349,37,0,1,3,839,1
"Houghton Bay","Houghton Valley School Hall, 110 Houghton Bay Road",0,4,0,5,0,0,134,5,100,2,99,23,0,0,1,373,1
"Island Bay","Island Bay Presbyterian Church Lounges, 88 The Parade",4,2,0,15,0,0,244,10,316,7,372,56,0,0,4,1030,12
,"Island Bay School Hall, 6 Thames Street",0,0,1,10,0,0,189,3,181,3,153,17,0,0,0,557,1
,"St Hilda's Church Parish Centre, 311 The Parade",1,4,0,29,0,0,220,6,270,4,383,72,0,0,0,989,5
,"Wellington South Baptist Church, 284 The Parade",0,0,0,12,0,0,94,5,103,8,150,25,0,0,3,400,4
"Johnsonville","Broderick Road Chapel, 17 Broderick Road",0,1,0,1,0,0,1,1,4,0,9,1,0,0,0,18,0
"Kilbirnie","Evans Bay Intermediate School Hall, 14 Kemp Street",0,1,1,9,0,0,85,6,116,1,98,33,0,1,0,351,1
,"St Patrick's College School Hall, corner Evans Bay Parade & Cobham Drive",1,2,0,8,0,0,86,4,136,2,168,31,0,0,1,439,1
"Kingston","Capital Montessori School, Rata Classroom, 14 Camrose Grove",0,0,1,5,0,0,67,0,84,0,85,28,0,0,1,271,1
"Lyall Bay","Lyall Bay School Hall, 40-46 Freyberg Street",5,3,1,22,1,0,220,8,333,4,337,55,0,0,2,991,5
,"Lyall Bay Surf Club, Lyall Bay Parade (opposite 88 Lyall Bay Parade)",1,4,0,12,0,0,177,7,172,3,145,31,0,0,2,554,2
"Maupuia","Garage, 15 Kaikoura Street",0,2,0,6,0,0,38,0,93,1,143,20,0,0,2,305,2
"Miramar","Gateway Baptist Church, 33 Park Road",1,5,0,17,0,0,114,4,191,4,245,44,0,0,2,627,3
,"Miramar Central School Hall, 38 Park Road",3,1,0,9,0,0,129,7,244,3,294,48,0,1,3,742,3
,"Miramar Christian School, Kowhai Class, 41 Camperdown Road",1,4,0,7,0,0,120,2,143,3,219,25,0,1,2,527,3
,"Miramar Community Centre, 23 Chelsea Street",2,0,1,19,0,0,153,12,299,5,436,65,0,0,0,992,5
,"Miramar Playcentre, 23 Crawford Green",2,2,0,0,0,0,42,5,85,3,138,38,0,0,2,317,3
"Mornington","Ridgway School Hall, 120 Mornington Road",0,2,0,6,0,0,132,3,175,3,111,23,0,0,1,456,1
"Mt Cook","Davidic Centre, 2nd floor, 28-30 Hopper Street",0,0,0,1,0,0,0,1,2,0,4,1,0,0,0,9,0
,"Mount Cook Primary School, 160 Tory Street",1,1,0,0,0,0,19,2,9,0,20,2,0,0,1,55,0
,"St Paul's Lutheran Church, 12 King Street",0,0,0,1,0,0,9,0,15,0,19,3,0,0,0,47,0
,"Wellington High School, 249 Taranaki Street",0,0,0,0,0,0,13,1,10,0,7,1,0,0,0,32,0
"Mt Victoria","Clyde Quay School Hall, 27 Elizabeth Street",0,0,0,0,0,0,16,1,19,1,17,5,0,1,0,60,1
,"St Joseph's Church, Bill Pearce Room, 150 Brougham Street",0,0,0,0,0,0,9,0,5,0,9,0,0,0,0,23,0
"Newtown","Newtown Park Stadium, Function Room, Daniell Street or Mansfield Street entrances",2,2,0,6,0,0,85,7,119,2,54,12,0,1,1,291,2
,"Newtown School Hall, corner Riddiford & Mein Streets",5,1,0,11,0,0,400,19,419,7,191,50,0,0,3,1106,18
,"Salvation Army Hall, 16-22 Constable Street",4,3,0,6,1,0,193,11,249,5,108,36,0,0,5,621,13
,"Te Whaea New Zealand School of Dance, 11 Hutchison Road",0,0,0,4,0,0,60,1,54,1,45,14,0,0,0,179,0
,"Wellington Chinese Baptist Church Hall, 24 Donald McLean Street",4,2,0,3,0,0,94,7,168,2,86,32,1,0,1,400,7
,"Wellington Hospital, Te Ao Marama Building Sports Complex, Riddiford Street (main entrance)",0,0,0,1,0,0,29,2,36,0,34,4,0,0,0,106,1
,"Wellington Pipe Band Hall, corner Stoke & Hanson Streets",0,1,0,3,0,0,76,4,71,2,73,6,0,0,1,237,0
"Owhiro Bay","Owhiro Bay School Hall, 96 Happy Valley Road",2,0,1,12,0,0,119,7,142,2,144,29,0,0,4,462,3
"Rongotai","Rongotai College, Renner Hall, 170 Coutts Street",6,9,1,12,0,0,172,11,408,7,313,56,0,2,8,1005,18
"Roseneath","Roseneath School Hall, 13 Maida Vale Road",4,3,0,6,0,0,92,5,78,2,220,18,0,0,1,429,0
"Seatoun","Seatoun School Hall, 59 Burnham Street",2,1,0,10,0,0,56,2,69,1,243,14,0,0,1,399,1
,"St Christopher's Church Hall, 26A Forres Street",2,0,0,10,0,0,92,3,123,5,339,27,0,1,1,603,1
"Strathmore Park","Kahurangi School Hall, 43 Strathmore Avenue",1,7,0,21,0,0,137,4,364,6,287,69,0,1,2,899,9
"Wellington City","Aro Valley Community Centre, 48 Aro Street",0,0,0,0,0,0,10,1,6,0,7,0,0,0,0,24,0
,"Chaffers Dock Atrium, 18 Herd Street",0,0,0,0,0,0,12,0,3,1,24,0,0,0,0,40,0
,"Michael Fowler Centre, Renouf Foyer, 111 Wakefield Street",1,0,0,0,0,0,48,4,23,2,62,4,0,0,0,144,2
,"St Andrew's Church Hall, 30 The Terrace",0,0,0,0,0,0,5,0,8,0,4,2,0,0,0,19,0
,"St John's Church Conference Centre, corner Dixon & Willis Streets",0,1,0,2,0,0,20,0,8,0,9,0,0,0,0,40,0
,"Wellington Central Library Meeting Room, Mezzanine Floor, 65 Victoria Street",4,0,0,1,0,0,64,4,42,1,50,8,0,0,3,177,0
"Worser Bay","Worser Bay School, Middle Area, 168 Seatoun Heights Road",2,1,0,7,0,0,62,2,54,1,133,10,0,0,0,272,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",34,19,7,183,3,1,2973,167,3463,58,3528,652,5,2,42,11137,63
,"Special Votes BEFORE polling day",1,5,0,10,1,0,371,39,438,5,391,67,0,3,14,1345,2
