Party and Electorate Candidate Votes Recorded at each voting place
"Tauranga 52","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Bethlehem","Bethlehem Primary School Hall, 66 Carmichael Road",6,2,1,94,0,0,67,3,129,9,756,110,3,1,4,1185,8
,"Bethlehem Tertiary Institute, 24 Elder Lane",8,0,0,100,0,0,28,3,64,4,550,84,1,0,3,845,1
"Mount Maunganui","Arataki Community Centre, Zambuk Way (off Grenada Street)",0,0,0,3,0,0,10,0,9,0,26,4,1,0,1,54,0
,"Arataki School, 4 Kaimanawa Street",0,0,0,0,0,0,6,0,8,3,24,6,1,0,0,48,1
,"Harbourside Netball Pavilion, Blake Park, Maunganui Road",2,1,0,12,0,0,23,2,48,3,130,33,0,0,2,256,1
,"Mt Maunganui College, 565 Maunganui Road",0,2,0,20,0,0,40,2,72,6,295,56,2,0,4,499,0
,"Mt Maunganui Intermediate School, 21 Links Avenue",0,0,0,3,0,0,26,0,25,3,106,27,1,0,0,191,1
,"Mt Maunganui Primary School, 13 Orkney Road",7,4,0,23,0,0,89,0,51,3,432,52,0,0,3,664,1
,"Senior Citizens' Hall, 345 Maunganui Road",2,4,1,20,0,0,62,4,47,5,355,73,5,0,1,579,1
,"St Peter's Church Hall, 11 Victoria Road",3,0,0,10,0,0,20,0,29,2,202,25,1,0,0,292,0
"Papamoa","Papamoa Primary School, 312 Dickson Road",0,0,0,0,0,0,2,0,3,0,13,1,0,0,0,19,0
,"Shop 32, Palm Beach Plaza, 7 Gravatt Road",0,0,0,3,0,0,2,1,7,1,30,6,1,0,0,51,0
,"Tahatai Coast School, 45 Evans Road",0,0,0,0,0,0,1,0,3,0,10,1,0,0,0,15,0
"Pyes Pa","Aquinas College, 183 Pyes Pa Road",7,1,3,37,2,0,47,2,111,6,625,110,2,0,3,956,4
"Tauranga","Brookfield School, 20 Millers Road",3,2,0,70,1,0,108,5,292,12,573,260,10,1,5,1342,11
,"Central Baptist Church Hall, corner Cameron Road & 13th Avenue",1,2,0,61,0,0,69,5,129,8,493,168,2,0,1,939,6
,"Greenpark School, 13 Lumsden Street",1,2,0,33,1,0,62,2,152,3,447,128,6,0,5,842,2
,"Greerton Community Hall, 1247 Cameron Road",3,6,1,88,2,1,73,10,308,11,472,259,3,2,6,1245,10
,"Matua Community Hall, 110 Levers Road",2,2,0,93,0,0,119,1,200,6,950,223,8,0,3,1607,2
