Party and Electorate Candidate Votes Recorded at each voting place
"Napier 29","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Poraiti","Hohepa Homes, School Cafeteria, 37 Fryer Road",0,0,0,23,0,0,43,1,34,0,171,10,0,0,0,282,0
"Puketapu ","Puketapu School, 708 Puketapu Road",6,0,2,23,2,0,30,1,45,0,267,27,0,1,0,404,1
"Rere","Rere School, 3294 Wharekopae Road",0,0,0,1,0,0,1,0,3,0,65,6,0,0,0,76,0
"Ruakituri","Ruakituri School, 1607 Ruakituri Road",0,0,0,2,0,0,1,0,6,1,27,4,0,0,0,41,0
"Tamatea","Porritt School, 36 Lyttelton Crescent",0,1,2,17,1,0,14,0,100,1,147,32,0,0,1,316,1
,"Tamatea Intermediate, 15 Freyberg Avenue",3,3,1,37,0,0,55,2,209,2,263,53,0,0,1,629,3
,"Tamatea Primary School, 10 Durham Avenue",3,1,1,56,0,0,71,2,291,1,471,88,1,0,0,986,1
"Taradale","Bledisloe School, 30a Meeanee Road",5,1,0,38,1,0,58,1,167,4,367,35,0,0,1,678,0
,"Taradale High School, 50 Murphy Road",0,4,4,45,1,0,52,1,152,1,275,35,0,0,0,570,1
,"Taradale Primary School, 10 Church Road",3,1,0,81,0,0,137,3,280,8,990,79,0,1,0,1583,3
,"Taradale Senior Citizens (Friendship Centre), 10 Symons Lane",1,1,1,38,0,0,64,1,152,0,336,49,0,0,1,644,0
"Te Awa","Te Awa School, 1a Te Awa Avenue",1,4,1,26,0,0,37,1,137,5,220,42,0,0,1,475,1
"Te Pohue","Te Pohue School, 44 Richmond Road",0,1,2,9,0,0,3,0,7,1,61,13,0,0,1,98,0
"Tiniroto","Tiniroto School, 14 School Road",0,0,0,0,0,0,10,0,2,0,27,3,0,0,0,42,0
"Tuai","Tuai Public Hall, corner Main Road & Waikare-Taheke Street",0,0,0,1,0,0,5,0,9,0,8,1,0,0,0,24,0
"Tutira","Tutira School, 29 Matahorua Road",0,5,0,13,0,0,5,0,8,0,99,8,0,0,0,138,1
"Waerenga o Kuri","Waerenga-O-Kuri School, 1763 Tiniroto Road",0,2,0,1,0,0,2,0,6,0,63,7,0,0,0,81,0
"Wairoa","Taihoa Marae, 174 State Highway 2 North",0,0,1,9,0,0,23,1,51,2,56,25,0,0,0,168,3
,"Wairoa College, 20 Lucknow Street",3,4,2,32,0,0,41,6,183,7,231,75,0,0,1,585,7
"Westshore ","Westshore School, 13 Ferguson Avenue",2,1,0,37,0,0,36,2,97,1,321,32,0,0,0,529,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",25,20,9,811,12,1,828,59,3019,37,5244,847,2,7,21,10942,62
,"Special Votes BEFORE polling day",3,7,1,52,0,0,140,23,308,12,499,82,0,0,3,1130,5
,"Special Votes On polling day",2,14,4,64,0,0,224,15,418,10,850,94,1,1,3,1700,6
,"Overseas Special Votes including Defence Force",2,2,2,18,4,0,93,4,75,2,226,15,0,0,1,444,2
,"Votes Allowed for Party Only",1,7,2,12,1,1,45,15,191,13,104,35,0,0,1,428,2
,"Napier Total",103,153,58,2270,27,6,3198,219,9466,160,18005,2709,7,16,63,36460,145
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36605
"Electorate Party Valid Votes for Napier",,"National Party - .4938288535"
"ACT New Zealand",103,.0028250137
"Aotearoa Legalise Cannabis Party",153,.0041963796
"Ban1080",58,.0015907844
"Conservative",2270,.062260011
"Democrats for Social Credit",27,.0007405376
"Focus New Zealand",6,.0001645639
"Green Party",3198,.0877125617
"Internet MANA",219,.0060065826
"Labour Party",9466,.2596269885
"Māori Party",160,.0043883708
"National Party",18005,.4938288535
"New Zealand First Party",2709,.0743006034
"NZ Independent Coalition",7,.0001919912
"The Civilian Party",16,.0004388371
"United Future",63,.001727921
