Party and Electorate Candidate Votes Recorded at each polling place
"Mana 21","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Ascot Park","Rangikura School, 95 Conclusion Street",8,0,4,0,0,31,11,5,450,0,12,147,27,7,0,8,0,5,1,716,4
"Cannons Creek","Cannons Creek School, 5 Warspite Avenue",3,0,0,0,6,25,0,8,782,0,5,55,20,31,0,2,0,3,1,941,13
,"Glenview School, 106 Bedford Street",0,0,0,0,8,5,4,4,177,0,1,12,3,0,0,1,0,0,0,215,1
,"Maraeroa School, 47 Driver Crescent",1,0,5,0,6,12,0,2,373,0,4,25,8,10,0,2,0,0,0,448,1
,"Russell School, 18 Fantame Street",0,0,2,0,2,17,2,2,452,0,3,33,15,19,0,2,0,1,0,550,5
"Elsdon","Porirua School, 1 Awarua Street",6,0,5,0,2,33,6,7,367,0,14,93,26,9,0,4,0,4,1,577,5
"Kenepuru","Kenepuru Community Hospital, Hospital Drive",0,0,1,0,1,8,5,1,85,0,2,34,7,4,0,1,0,5,0,154,3
"Linden","Greenacres School, 60 Raroa Terrace",12,0,2,0,0,25,1,1,125,2,1,232,9,1,0,3,0,13,0,427,1
,"Linden School, 60 Ranui Terrace",2,0,1,0,0,22,1,4,98,0,2,113,3,1,0,3,0,6,0,256,0
,"Linden Social Centre, 10 Linden Avenue",29,1,2,0,3,75,9,10,425,1,8,419,38,2,0,8,0,24,0,1054,3
,"Tui Park Kindergarten, 12b Mexted Terrace",3,0,2,0,1,28,2,1,131,0,1,82,8,0,0,0,0,7,0,266,3
"Mana","St Barnabas' Church Hall, 106a Mana Esplanade",38,0,7,0,1,112,10,6,372,2,11,630,32,0,0,7,0,21,1,1250,5
"Paekakariki","Paekakariki School, Wellington Road",8,0,3,0,1,109,0,0,187,0,7,98,12,0,1,0,0,1,0,427,1
,"St Peter's Hall, Beach Road",5,0,0,0,0,132,4,1,165,0,10,96,11,0,0,0,0,3,0,427,0
"Papakowhai","New Zealand Police Museum, The Royal New Zealand Police College, Papakowhai Road",29,0,0,0,0,47,5,5,217,0,7,458,15,2,0,3,0,13,0,801,1
,"Papakowhai School, 17 Spey Place",23,0,2,0,1,41,3,3,199,0,3,270,17,0,0,0,0,10,0,572,1
"Paraparaumu","Kapiti Primary School, corner Kapiti & Rimu Roads",9,0,1,0,2,36,2,1,136,0,4,154,13,0,0,3,0,2,0,363,0
,"Paraparaumu School, Ruapehu Street",14,1,3,1,5,65,10,4,324,0,9,366,35,0,0,14,0,12,1,864,3
"Paremata","Paremata School, 35 Paremata Crescent",34,1,3,0,1,92,12,3,304,0,6,502,25,1,0,7,0,17,0,1008,0
"Pauatahanui","Stout Cottage, Pauatahanui Wildlife Reserve, 5 Pauatahanui Hill Road",32,0,2,0,1,59,3,2,170,0,2,493,19,0,0,0,0,10,0,793,1
"Plimmerton","Plimmerton School, School Road",18,0,3,0,0,62,3,0,142,0,3,229,11,0,0,3,0,4,0,478,0
,"St Paul's Presbyterian Church, Cluny Road, Karehana Bay",27,0,0,0,1,69,5,3,174,0,8,251,12,0,0,3,0,4,0,557,0
,"St Theresa's School, James Street",13,0,1,0,1,30,4,2,93,0,2,135,8,0,0,3,0,12,1,305,1
"Porirua","Porirua Employment Hub, Asset Finance Building, 6 Hagley Street",3,0,0,0,0,18,1,5,184,0,4,85,10,5,0,3,0,5,1,324,1
,"Whitireia Community Polytechnic, Wineera Drive",10,1,4,0,0,29,2,1,129,0,10,68,12,1,0,2,0,0,0,269,1
"Porirua East","Porirua East School, 8 Martin Street",14,1,4,1,2,59,8,9,638,2,8,181,46,13,1,9,0,15,1,1012,3
,"Windley School, 146 Mungavin Avenue",3,0,1,0,2,26,4,3,467,1,10,71,15,18,0,2,0,2,0,625,2
"Pukerua Bay","Pukerua Bay School, 89 Rawhiti Road",15,0,2,0,1,139,6,4,285,0,10,307,24,0,0,4,0,23,1,821,1
"Raumati Beach","Raumati Beach School, Raumati Road",54,1,9,0,2,151,33,15,642,0,8,854,78,2,0,12,0,11,0,1872,4
,"Real Life Hall, 1 Kowhai Street",18,0,0,0,0,30,2,2,110,1,8,182,6,0,0,5,0,6,1,371,2
"Raumati South","Raumati South Returned Services War Memorial Hall, Tennis Court Road",24,0,4,0,1,145,5,3,235,0,5,236,13,0,0,3,0,5,0,679,2
,"Raumati South School, Matai Road",21,0,1,0,1,96,8,9,237,1,3,289,22,1,0,3,0,16,0,708,3
"Tawa","Hampton Hill School, Victory Crescent",2,0,0,0,0,4,0,0,31,0,0,36,4,0,0,1,0,1,1,80,1
,"New Life Church Hall, 236 Main Road",5,0,1,0,1,11,1,4,51,0,0,70,3,1,0,2,0,7,1,158,0
"Titahi Bay","Garage, 99 Gloaming Hill",4,1,1,0,0,21,4,1,180,0,6,116,20,0,0,2,0,4,0,360,0
,"Ngati Toa School, Piko Street",1,1,1,0,2,20,3,5,176,1,5,52,14,1,0,2,1,2,0,287,2
,"Niblick Hall, Niblick Lane",10,1,0,1,0,58,9,10,411,0,7,215,47,1,0,1,0,3,0,774,3
,"Titahi Bay Intermediate School, Kahutea Terrace",9,1,1,0,0,33,6,5,263,0,12,159,23,4,1,3,0,3,0,523,5
,"Titahi Bay North School, 47 Jillett Street",5,0,3,0,0,30,12,5,175,1,1,52,16,2,0,0,0,6,0,308,1
,"Titahi Bay School, 11 Kura Street",4,0,2,0,2,60,3,3,250,0,4,123,16,0,1,3,1,4,0,476,3
"Waitangirua","Corinna School, 36 Kalingo Street",0,0,4,0,0,11,2,4,370,0,2,37,12,16,0,1,0,1,0,460,7
,"Natone Park School, 6 Kokiri Crescent",1,0,3,0,1,4,2,0,386,0,9,34,13,6,0,1,0,2,0,462,4
,"Te Kura Maori o Porirua, 392 Warspite Avenue",6,0,1,0,3,10,1,0,281,0,9,45,13,2,0,0,0,2,0,373,1
"Wellington City","Michael Fowler Centre, Renouf Foyer, Level 1, 111 Wakefield Street",0,0,3,0,0,14,0,3,23,0,2,32,0,0,0,2,0,0,0,79,0
"Whitby","Discovery School, Pullen Lane",46,1,3,0,0,66,8,2,306,2,5,610,17,1,1,8,0,27,0,1103,0
,"Postgate School, 6 Staithes Drive North",19,1,2,0,0,44,1,6,272,0,9,382,21,1,0,8,0,11,0,777,0
,"The Anchor, 1 Joseph Banks Drive",52,0,3,0,1,58,5,8,203,0,4,835,12,2,0,9,0,22,0,1214,0
,"The Bradey Room, Civic Centre, Discovery Drive",38,0,1,0,3,50,4,4,238,0,9,494,25,0,0,6,0,13,0,885,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",1,0,0,0,1,10,2,0,121,0,0,62,12,1,0,1,0,1,1,213,1
,"Ordinary Votes BEFORE polling day",58,2,2,1,5,186,15,9,767,2,17,990,80,4,0,6,0,40,0,2184,6
,"Special Votes BEFORE polling day",14,1,3,0,0,45,3,2,251,0,4,174,18,6,0,1,0,13,0,535,1
,"Special Votes On polling day",53,2,19,1,8,222,17,6,1143,1,32,709,47,10,0,33,0,27,0,2330,7
,"Overseas Special Votes including defence force",12,0,1,0,2,86,2,0,176,0,3,205,10,1,0,1,0,5,0,504,2
,"Votes Allowed for Party Only",3,0,5,0,4,32,3,3,260,0,25,69,6,3,0,2,0,4,2,421,5
,"Mana Total",819,17,133,5,85,2903,274,206,15209,17,356,12701,1029,189,5,213,2,458,15,34636,123
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34759
"Electorate Party Valid Votes for Mana",,"Labour Party - .439109597"
"ACT New Zealand",819,.0236459175
"Alliance",17,.0004908188
"Aotearoa Legalise Cannabis Party",133,.0038399353
"Democrats for Social Credit",5,.0001443585
"Family Party",85,.002454094
"Green Party",2903,.0838145282
"Jim Anderton's Progressive",274,.0079108442
"Kiwi Party",206,.005947569
"Labour Party",15209,.439109597
"Libertarianz",17,.0004908188
"Maori Party",356,.0102783231
"National Party",12701,.3666993879
"New Zealand First Party",1029,.0297089733
"New Zealand Pacific Party",189,.0054567502
"RAM - Residents Action Movement",5,.0001443585
"The Bill and Ben Party",213,.0061496709
"The Republic of New Zealand Party",2,.0000577434
"United Future",458,.0132232359
"Workers Party",15,.0004330754
