Party and Electorate Candidate Votes Recorded at each polling place
"Dunedin North 8","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Bradford","Bradford School, 42a Bradford Street",4,0,1,0,0,16,5,3,148,0,1,66,15,0,0,1,0,2,0,262,2
"Brockville","Brockville School, 263 Brockville Road",8,3,4,0,2,64,9,2,573,0,11,160,40,1,1,6,0,8,1,893,1
"Calton Hill","Calton Hill School Hall, 38 Riselaw Road",0,0,0,1,0,2,0,0,11,0,0,4,0,0,0,0,0,1,0,19,0
"Careys Bay","Port Chalmers Fishermen's Co-Op Society Offices, 10 Macandrew Road",1,1,4,1,0,50,4,0,120,1,1,40,13,0,0,0,0,0,0,236,1
"Caversham","Caversham Presbyterian Church Hall, 61 Thorn Street",3,0,0,0,1,5,1,0,38,0,0,8,2,0,0,0,0,0,0,58,0
,"Caversham School Hall, 217 South Road",1,0,3,0,0,14,0,0,86,1,1,34,5,0,0,4,0,0,0,149,0
"Dunedin City","Arthur Street School, 26 Arthur Street",11,3,2,0,0,135,6,1,214,0,2,175,14,0,0,6,0,6,0,575,0
,"Court House, 41 Lower Stuart Street",13,4,1,0,1,121,6,3,166,0,4,97,4,0,0,4,0,0,0,424,2
,"Dunedin Hospital, 1st Floor Foyer to Lecture Halls, 201 Great King Street",8,1,0,2,0,63,2,2,173,0,3,103,8,1,0,6,0,6,0,378,0
,"High Street School, 7 Montpellier Street",15,2,4,0,3,114,9,5,288,0,5,178,23,0,0,4,0,4,0,654,1
,"Salvation Army McMillan Lounge, 575 Princes Street",12,3,2,2,0,48,3,1,158,1,4,67,12,0,0,3,0,2,0,318,2
"Dunedin North","All Saints Church Hall, 786 Cumberland Street",6,3,3,0,2,78,4,2,210,0,3,99,11,0,0,3,0,3,1,428,0
,"George Street Normal School, 989 George Street",37,4,3,5,2,255,13,7,535,0,10,395,39,0,0,8,0,24,0,1337,1
,"Kelsey Yaralla Kindergarten, 4 Trent Avenue",5,1,0,0,0,29,0,0,42,0,0,38,1,1,0,4,0,0,0,121,0
,"Knox Church Hall, 453 George Street (corner Pitt Street)",11,2,5,0,3,148,4,4,297,0,1,192,12,0,0,3,0,3,1,686,2
,"University of Otago (ISB Link East), 630 Cumberland Street",16,3,2,1,1,203,7,1,376,1,11,293,11,0,0,15,1,17,1,960,0
,"University of Otago College of Education, 141 Union Street",3,1,0,0,1,44,2,0,95,0,1,61,9,0,0,8,0,4,0,229,0
"Forbury Corner","St Bernadette's School Hall, 16 Forbury Road",3,0,0,0,0,3,0,0,14,1,0,11,3,0,0,1,0,0,0,36,0
