Party and Electorate Candidate Votes Recorded at each polling place
"Tamaki 48","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Stanhope Road School, 2b Harris Road",11,0,0,0,0,15,1,1,61,1,0,112,2,0,0,1,0,2,0,207,1
"Orakei","Orakei Presbyterian Church Hall, 162 Coates Avenue",116,0,3,0,1,93,10,0,323,0,16,826,32,2,1,3,0,3,0,1429,10
,"Orakei Primary School, 1 Grace Street",90,0,4,0,0,24,1,2,85,0,6,455,12,0,2,0,0,6,0,687,0
"Panmure","Maungarei Hall, 7-13 Pilkington Road",5,0,2,0,0,10,0,1,73,0,1,60,5,1,0,0,0,0,0,158,1
"Point England","Point England Primary School, 130 Point England Road",5,0,1,0,0,3,1,1,193,0,4,37,12,10,1,0,0,0,0,268,4
"Remuera","Baptist Church Hall, 641 Remuera Road",72,0,1,0,1,40,2,2,141,1,7,505,16,0,0,2,0,9,0,799,1
,"Corran School, 514 Remuera Road",35,0,0,0,0,26,3,0,67,0,2,299,8,1,1,0,0,4,0,446,1
,"Remuera Intermediate School, Ascot Avenue",40,0,1,0,0,14,0,3,40,0,0,170,4,0,0,0,0,4,0,276,1
"St Heliers","Lawn Tennis Club, 3 Goldie Street",105,0,1,0,0,55,6,2,126,1,1,717,27,0,0,3,0,7,0,1051,3
,"Masonic Lodge Hall, 26 Hanene Street",63,0,1,0,4,27,3,1,74,0,0,411,22,0,0,0,0,3,0,609,2
,"St Heliers Primary School, 126-160 St Heliers Bay Road",196,0,4,0,3,109,7,1,273,1,9,1544,74,0,0,1,0,20,0,2242,10
,"St Phillips Church Hall, corner Tuhimata Street & St Heliers Bay Road",91,0,1,0,1,68,6,2,160,1,7,767,23,0,0,4,0,6,0,1137,5
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",5,1,1,0,0,9,1,1,135,0,4,317,30,0,0,0,0,3,0,507,2
,"Ordinary Votes BEFORE polling day",341,1,4,0,1,168,18,9,591,2,17,2760,115,10,1,3,1,26,0,4068,10
,"Special Votes BEFORE polling day",35,0,1,0,1,29,6,2,161,0,2,374,13,4,1,3,0,3,0,635,4
,"Special Votes On polling day",194,2,11,0,3,220,14,4,732,2,16,1657,44,12,1,13,0,22,0,2947,5
,"Overseas Special Votes including defence force",48,0,1,1,0,90,2,3,198,1,2,742,9,0,1,2,0,9,0,1109,2
,"Votes Allowed for Party Only",14,0,6,0,3,20,0,1,174,2,19,199,11,2,0,2,0,4,0,457,7
,"Tamaki Total",3053,7,65,3,46,2040,188,79,8152,20,201,23205,954,98,19,104,2,294,2,38532,152
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",38684
"Electorate Party Valid Votes for Tamaki",,"National Party - .6022267206"
"ACT New Zealand",3053,.0792328454
"Alliance",7,.0001816672
"Aotearoa Legalise Cannabis Party",65,.0016869096
"Democrats for Social Credit",3,.0000778574
"Family Party",46,.0011938129
"Green Party",2040,.0529430084
"Jim Anderton's Progressive",188,.0048790616
"Kiwi Party",79,.002050244
"Labour Party",8152,.211564414
"Libertarianz",20,.0005190491
"Maori Party",201,.0052164435
"National Party",23205,.6022267206
"New Zealand First Party",954,.0247586422
"New Zealand Pacific Party",98,.0025433406
"RAM - Residents Action Movement",19,.0004930966
"The Bill and Ben Party",104,.0026990553
"The Republic of New Zealand Party",2,.0000519049
"United Future",294,.0076300218
"Workers Party",2,.0000519049
