Party and Electorate Candidate Votes Recorded at each polling place
"Waikato 54","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Cambridge","Cambridge East School, corner Bowen & Williams Streets",0,0,0,2,0,3,4,0,0,0,37,6,1,53,0
,"Cambridge Middle School, corner Clare & Grey Streets",2,0,1,1,0,1,0,0,0,0,20,1,0,26,0
,"Cambridge Primary School, corner Wilson & Duke Streets",1,0,0,1,0,8,3,1,0,1,53,4,2,74,0
"Fencourt","Goodwood School, 517 Fencourt Road",7,0,1,4,0,25,24,1,0,0,169,22,1,254,1
"Flagstaff","Alandale Retirement Village, 1199 River Road",1,0,1,2,0,4,4,0,0,0,39,0,0,51,1
"Glen Massey","Glen Massey School, 897 Waingaro Road",2,0,1,9,3,15,35,0,1,2,79,25,6,178,1
"Glen Murray","Glen Murray Hall, 2400 State Highway 22",1,0,2,5,0,7,15,1,0,1,96,6,2,136,0
"Gordonton","Gordonton School, 50 Woodlands Road",12,0,2,43,0,38,56,0,0,3,352,31,0,537,1
"Hamilton City","Hamilton City Council, Garden Place",0,0,0,2,0,10,12,1,0,0,26,2,0,53,0
"Hamilton West","Waikato Hospital, Fracture Clinic reception, Pembroke Street",0,0,0,0,0,0,16,0,0,1,15,4,0,36,0
"Hautapu","Hautapu School, corner Forrest & Hautapu Roads",3,0,2,8,2,13,15,0,0,0,133,13,2,191,1
"Hillcrest","Hillcrest Normal School, 218 Cambridge Road",3,0,0,8,0,25,24,0,1,1,144,20,1,227,0
,"Knighton Normal School, Knighton Road",2,0,0,2,0,11,18,1,0,0,40,3,0,77,1
"Hinuera","Hinuera School, corner Highway 29 & Hinuera Road",5,0,0,20,0,14,13,0,0,3,168,30,8,261,2
"Horotiu","Horotiu School, Horotiu Bridge Road",8,0,4,15,2,30,90,1,1,2,278,36,8,475,6
"Horsham Downs","Horsham Downs School, 4 Martin Lane",8,0,1,38,0,7,26,0,0,4,256,9,4,353,1
"Huntly","Civic Centre, Riverside Room, 148 Main Street",8,0,1,6,0,27,122,0,2,0,128,42,5,341,7
,"Huntly West Primary School, Paki Street",1,0,4,9,1,15,81,0,5,2,57,12,0,187,2
,"Kimihia School, Tamihana Avenue",3,0,2,10,0,14,96,0,0,1,115,31,5,277,2
,"Red Cross Hall, Hakanoa Street",9,0,4,28,0,40,221,2,1,6,235,93,6,645,15
,"St Anthonys Catholic School, 102 Bailey Street",2,1,1,6,1,9,127,0,1,1,99,44,4,296,3
,"Te Whare Oranga, 147 Harris Street",0,0,1,1,0,8,26,0,0,1,12,5,1,55,0
,"West Kindergarten, 26 Smith Avenue",4,0,4,15,0,7,103,0,4,3,110,37,1,288,8
"Kaiaua","Kaiaua School, 1061 East Coast Road",1,0,1,13,0,23,46,0,2,1,142,41,2,272,4
"Karapiro","Karapiro School, 705 State Highway 1",7,0,0,6,0,11,5,0,0,0,174,12,2,217,0
"Kereone","Kereone School, 779 Hutchinson Road",2,0,1,2,0,3,4,0,0,0,88,2,1,103,2
"Kiwitahi","Kiwitahi School, 8 Chepmell Road",6,0,1,6,0,12,11,0,0,1,135,10,2,184,1
"Mangatangi","Mangatangi School, 2047 Mangatangi Road",2,0,4,8,0,17,17,0,0,0,155,19,1,223,1
"Mangatawhiri","Mangatawhiri School, 15 McKenzie Road",6,0,4,15,0,11,34,0,0,1,148,15,1,235,5
"Maramarua","Maramarua School, 2200 State Highway 2",9,0,2,10,0,10,35,0,0,1,136,21,2,226,3
"Matamata","Matamata College, 121 Firth Street",14,0,3,37,1,42,95,0,0,0,405,60,2,659,6
,"Matamata Primary School, 115a  Broadway",22,1,2,58,4,79,204,1,1,7,928,142,11,1460,15
,"Memorial Centre, Tainui Street",20,0,2,76,1,81,201,0,0,8,884,172,13,1458,20
"Matangi","Matangi School, 599 Matangi Road",21,1,2,25,0,86,135,1,2,1,606,53,6,939,2
"Mercer","Mercer School, 15 Glass Road",0,0,0,7,1,4,15,0,1,0,64,13,1,106,0
"Meremere","Meremere School, Meremere Lane",0,0,1,3,0,2,29,0,1,2,45,9,2,94,0
"Morrinsville","David Street School, 45 David Street",20,2,7,59,0,66,209,0,2,2,656,90,3,1116,9
,"Kai-a-te-mata Marae, Kereone Road",0,0,1,1,0,2,10,0,0,1,17,2,3,37,0
,"Methodist Church Hall, 318 Thames Street",40,1,7,53,1,69,235,0,2,8,780,127,12,1335,17
,"Morrinsville College, Alexandra Avenue",14,0,4,23,0,47,128,0,0,3,421,53,6,699,6
"Motumaoho","Motumaoho School, 2085 Hamilton Road",4,0,5,15,0,12,18,0,1,1,184,11,4,255,3
"Naike","Naike Community Hall (old school), State Highway 22",3,0,0,2,0,3,7,0,0,0,40,4,0,59,0
"Newstead","Newstead School, 429 Morrinsville Road",16,0,2,17,0,69,61,0,0,2,370,34,5,576,3
"Ngaruawahia","Ngaruawahia Primary School, Galileo Street",10,0,6,23,0,70,257,1,3,9,337,111,4,831,10
,"Turangawaewae Marae, River Road",5,0,1,1,0,13,40,1,6,4,49,9,0,129,2
,"Waipa School, Kia Toa Road",2,0,3,19,0,45,174,1,5,9,162,72,4,496,4
"Ohinewai","Ohinewai School, 39 Ohinewai South Road",5,0,2,2,0,6,11,0,0,0,74,9,1,110,0
"Okauia","Okauia Hall, 375 Okauia Springs Road",10,0,0,19,0,9,16,0,0,1,109,14,1,179,1
"Onewhero","Onewhero Area School, Hall Road",6,0,0,33,0,36,56,1,0,1,204,29,5,371,6
"Orini","Orini Combined School, 1389 Orini Road ",8,0,0,9,0,11,18,0,0,1,142,10,4,203,0
"Pokeno","Pokeno School, 54 Pokeno Road",11,0,3,23,0,28,59,0,0,1,346,44,1,516,2
"Port Waikato","Port Waikato Community Hall, Sunset Beach Car Park",2,1,1,6,0,25,33,2,1,4,71,31,0,177,0
"Pukekawa","Pukekawa School, 803 Highway 22",10,0,0,26,1,31,56,0,1,4,352,36,1,518,4
"Pukemiro","Pukemiro School, 4 John Avenue",0,0,1,4,0,5,42,0,0,2,30,12,0,96,2
"Puketaha","Puketaha School, 395 Puketaha Road",6,1,2,7,0,25,30,0,0,3,287,19,8,388,5
"Raglan","Raglan Town Hall, 41 Bow Street",0,0,0,1,0,17,10,0,0,0,20,2,0,50,1
"Rangiriri","Rangiriri School, 39 Rangiriri Road",3,0,0,2,1,1,10,0,0,0,42,12,0,71,1
"Rototuna","Rototuna Primary School, 23 Strathmore Drive",2,0,1,6,0,4,8,0,0,0,41,2,0,64,0
"Rototuna North","Te Totara Primary School, 31 Hector Drive",0,0,0,1,0,0,2,0,0,0,13,0,0,16,0
"Ruawaro","Central Districts Memorial Hall, corner Hetherington & Waikokawa Roads",7,1,2,9,0,6,15,0,0,2,132,11,2,187,3
"Silverdale","Hillcrest High School, Masters Avenue",0,0,0,2,0,11,10,1,0,0,41,5,0,70,0
"Tamahere","Tamahere School, 37 Devine Road",13,1,0,28,0,109,110,3,0,4,893,47,5,1213,2
"Tauhei","Tauhei Combined School, 860 Tauhei Road",6,0,0,6,0,3,10,0,0,0,110,5,1,141,1
"Taupiri","Taupiri School, Green Lane Road",7,0,3,21,0,15,46,0,0,1,232,58,1,384,7
"Tauwhare","Tauwhare School, 20 Scotmans Valley Road ",7,0,1,11,1,44,45,0,4,1,258,24,2,398,2
"Te Akau","Te Akau School, 953 Te Akau Road",5,0,0,8,0,3,4,0,0,0,62,2,1,85,2
"Te Kauwhata","Te Kauwhata College, Waerenga Road",23,0,2,44,0,42,130,0,1,3,441,52,6,744,8
"Te Kohanga","Te Kohanga School, 976 Tuakau-Port Waikato Main Road",2,0,0,8,0,7,20,0,1,2,69,6,0,115,2
"Te Kowhai","Te Kowhai School, 605 Horotiu Road",2,0,0,4,0,7,18,0,0,0,124,9,0,164,2
"Te Miro","Te Miro School, 443 Te Miro Road",4,0,0,3,0,18,7,0,0,0,109,12,0,153,1
"Te Poi","Te Poi School, 3 Stopford Road",11,0,2,8,2,10,19,0,1,2,127,14,2,198,1
"Te Uku","Te Uku School, 3436 State Highway 23",2,0,1,9,0,12,26,1,0,1,69,7,1,129,1
"Tuakau","Tuakau Town Hall, George Street",1,0,0,4,0,12,15,0,1,3,54,7,0,97,0
"Waerenga","Waerenga School, 1066 Taniwha Road",5,0,3,14,0,11,9,4,0,0,152,15,3,216,1
"Waharoa","Waharoa School, 32 Ward Street",1,0,1,0,3,8,18,0,1,2,68,14,5,121,4
"Waikaretu","Waikaretu School, 1448 Waikaretu Valley Road",1,0,0,3,0,8,7,0,1,0,32,5,0,57,1
"Waingaro","Waingaro School, 5844 Highway 22",2,0,0,9,0,2,14,0,0,0,51,3,1,82,0
"Waiterimu","Waiterimu School, 166 Waiu Road",4,0,2,11,0,1,11,0,0,1,73,8,0,111,1
"Walton","Walton School, Main Road",6,0,1,13,0,13,14,0,0,2,192,12,3,256,1
"Wardville","Wairere School, Wardville Road",5,0,0,9,0,6,4,0,0,1,94,6,0,125,3
"Whangamata ","Whangamata Memorial Hall, 328 Port Road",0,0,1,2,0,3,2,0,0,0,69,3,1,81,0
"Whatawhata","Whatawhata School, 9 Kura Street ",1,0,2,8,1,16,26,0,0,0,111,8,2,175,2
"Whitehall","Whitehall School, 12 Brunskill Road",0,0,0,4,0,10,17,0,0,0,50,3,0,84,0
"Whitikahu","Whitikahu School, 763 Whitikahu Road",0,0,2,6,0,13,19,0,0,1,161,20,1,223,2
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Hamilton East",4,0,1,14,0,40,43,1,0,3,291,10,0,407,3
,"Ordinary Votes BEFORE polling day - Taken in Hamilton West",5,0,1,3,0,29,22,0,1,1,157,12,0,231,0
,"Ordinary Votes BEFORE polling day - Taken in Hunua",3,0,0,11,0,9,18,0,1,1,111,13,0,167,3
,"Ordinary Votes BEFORE polling day - Taken in Taranaki-King Country",1,0,0,2,0,8,0,0,0,0,11,0,1,23,0
,"Ordinary Votes BEFORE polling day - Taken in Taupō",7,0,0,5,0,12,9,0,2,2,179,11,1,228,2
,"Ordinary Votes BEFORE polling day - Taken in Waikato",50,2,7,58,9,92,357,0,2,7,1220,166,13,1983,37
,"Special Votes BEFORE polling day",5,0,2,10,1,30,75,0,2,5,184,18,5,337,1
,"Special Votes On polling day",38,0,23,79,4,233,415,1,18,20,1372,141,19,2363,12
,"Overseas Special Votes including Defence Force",2,0,1,0,0,19,18,1,0,0,83,4,0,128,1
,"Votes Allowed for Party Only",8,0,11,5,1,40,148,0,11,11,175,40,2,452,5
,"Waikato Total",607,12,170,1284,41,2208,5173,28,91,186,18875,2549,243,31467,298
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",31765
"Electorate Party Valid Votes for Waikato",,"National Party - .5998347475"
"ACT New Zealand",607,.0192900499
"Alliance",12,.0003813519
"Aotearoa Legalise Cannabis Party",170,.0054024851
"Conservative Party",1284,.0408046525
"Democrats for Social Credit",41,.0013029523
"Green Party",2208,.0701687482
"Labour Party",5173,.164394445
"Libertarianz",28,.0008898211
"Mana",91,.0028919185
"Māori Party",186,.0059109543
"National Party",18875,.5998347475
"New Zealand First Party",2549,.0810054978
"United Future",243,.0077223758
