Party and Electorate Candidate Votes Recorded at each polling place
"Kaikoura 20","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Picton School, corner Buller & Kent Streets",9,1,3,1,0,53,4,7,203,0,1,200,33,0,0,8,0,5,0,528,4
,"Queen Charlotte College, 173 Waikawa Road",12,0,0,1,0,52,6,7,155,0,3,273,35,0,0,5,0,5,0,554,0
"Rai Valley","Rai Valley Area School, Community Library, State Highway  6",7,1,2,0,0,17,2,10,55,0,0,125,18,0,0,1,0,4,0,242,0
"Rapaura","Rapaura School, 353 Hammerichs Road",5,0,0,0,0,16,2,3,42,1,0,179,5,0,0,0,0,2,0,255,1
"Rarangi","Rarangi Community Centre, 252 Rarangi Beach Road",4,0,2,0,1,22,2,3,64,0,3,76,10,0,0,0,0,4,0,191,1
"Renwick","Renwick Community Hall, 27 High Street",34,0,1,0,0,95,11,38,361,0,7,841,57,0,0,7,0,15,2,1469,7
"Riverlands","Riverlands Hall, corner Alabama & School Roads",8,0,1,0,0,14,2,3,71,0,1,122,10,0,0,3,0,3,0,238,2
"Rotherham","Rotherham School, 71 George Street",11,1,0,0,0,15,2,1,14,0,2,109,6,0,0,2,0,4,0,167,0
"Scargill","Scargill Memorial Hall, 10 Overton's Road",5,0,1,0,0,8,0,2,11,0,0,50,1,0,0,1,0,0,1,80,0
"Seddon","D R Hammond's Residence, 581 Marama Road",5,0,0,0,0,1,0,2,2,0,0,62,0,0,0,0,0,0,0,72,0
,"Seddon School, Marama Road",15,0,1,0,0,29,4,8,100,0,3,221,14,0,0,1,0,3,0,399,0
"Sefton","Sefton School, 603 Upper Sefton Road",19,0,0,0,0,30,2,8,92,0,3,221,18,0,0,1,1,5,0,400,2
"Spotswood","Spotswood Hall, Waiau East Road",2,0,0,0,0,2,0,1,3,0,0,30,4,0,0,1,0,0,0,43,0
"Spring Creek","Spring Creek School, 52 Ferry Road",13,0,1,0,0,17,4,4,98,1,1,189,20,0,0,2,0,5,0,355,2
"Tuamarina","Tuamarina School, Bush Road",15,0,0,2,0,21,0,9,70,0,2,128,11,0,0,2,0,2,0,262,1
"Waiau","Waiau School, 14 Montrose Street",11,0,0,0,1,12,2,0,60,0,2,206,11,0,0,3,0,2,0,310,1
"Waihopai","Waihopai Valley Community Hall, 1605 Waihopai Valley Road",11,0,1,0,0,8,0,1,6,0,0,69,4,0,0,0,0,3,0,103,0
"Waikari","Waikari School, 23 Princes Street",4,1,0,0,2,23,4,0,64,1,1,156,13,0,0,4,0,4,0,277,3
"Waikawa Bay","Waikawa Bay School, 282 Waikawa Road",3,0,2,0,0,21,3,1,78,0,6,175,15,0,0,0,0,6,1,311,0
"Waipara","Waipara School, 2 Lofthagen Drive",6,0,0,4,0,17,3,8,33,1,1,147,11,0,0,0,0,3,0,234,1
"Wairau Valley Township","Wairau Valley School, 30 Morse Street",18,0,0,0,0,24,1,5,56,0,2,145,9,0,0,0,0,2,0,262,0
"Waitaria Bay","Waitaria Bay School, 5668 Kenepuru Road",3,0,0,0,0,9,0,0,16,0,1,39,3,0,0,0,0,0,0,71,0
"Ward","Ward School, 63 Duncan Street",11,0,2,0,0,5,0,1,23,0,1,142,11,0,0,1,0,2,0,199,0
"Woodbourne","RNZAF Family Centre, Caldwell Road",16,0,1,0,2,8,0,4,35,0,2,164,10,0,0,4,0,2,0,248,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",1,1,0,1,0,7,1,3,146,0,3,185,20,0,0,0,1,2,0,371,9
,"Ordinary Votes BEFORE polling day",90,0,4,3,3,203,17,66,703,0,14,1538,135,0,0,5,0,22,1,2804,6
,"Special Votes BEFORE polling day",16,2,2,0,1,57,6,7,177,0,1,413,44,0,0,2,0,8,0,736,3
,"Special Votes On polling day",72,1,15,0,4,159,21,23,437,0,12,865,49,2,0,22,3,14,1,1700,7
,"Overseas Special Votes including defence force",7,0,0,0,0,40,1,5,63,0,1,209,7,0,1,0,0,3,0,337,0
,"Votes Allowed for Party Only",5,0,7,0,0,16,0,2,90,0,6,109,10,0,0,5,0,1,0,251,1
,"Kaikoura Total",1101,21,107,31,41,2499,285,618,10046,6,201,18479,1631,6,4,223,8,331,12,35650,160
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35810
"Electorate Party Valid Votes for Kaikoura",,"National Party - .518345021"
"ACT New Zealand",1101,.0308835905
"Alliance",21,.0005890603
"Aotearoa Legalise Cannabis Party",107,.0030014025
"Democrats for Social Credit",31,.0008695652
"Family Party",41,.0011500701
"Green Party",2499,.0700981767
"Jim Anderton's Progressive",285,.0079943899
"Kiwi Party",618,.0173352034
"Labour Party",10046,.2817952314
"Libertarianz",6,.0001683029
"Maori Party",201,.0056381487
"National Party",18479,.518345021
"New Zealand First Party",1631,.0457503506
"New Zealand Pacific Party",6,.0001683029
"RAM - Residents Action Movement",4,.000112202
"The Bill and Ben Party",223,.0062552595
"The Republic of New Zealand Party",8,.0002244039
"United Future",331,.0092847125
"Workers Party",12,.0003366059
