Party and Electorate Candidate Votes Recorded at each polling place
"Rangitata 41","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Rangitata","Rangitata Soldiers Memorial Hall, State Highway 1",1,0,2,0,0,3,0,0,20,0,0,63,5,0,0,0,0,2,0,96,0
"Seadown","Seadown Hall, 729 Seadown Road",7,0,0,0,0,4,1,2,62,0,0,154,13,0,0,1,0,2,1,247,3
"Temuka","Opihi College, 83 Richard Pearse Drive",12,3,1,1,1,28,10,13,287,0,1,290,34,0,0,6,0,7,0,694,9
,"Presbyterian Church Complex, corner Hally Terrace & Wilmshurst Road",16,2,0,1,0,18,5,6,275,0,1,324,44,1,0,4,0,3,0,700,13
,"St John Ambulance Hall, 47 King Street",13,1,1,0,0,23,4,6,198,0,2,172,32,0,0,5,0,2,0,459,3
,"Temuka Primary School, 9 Hayhurst Street",13,0,2,2,1,19,8,6,255,0,1,212,27,0,0,0,0,5,0,551,6
"Timaru","Bluestone School, 46 Raymond Street",14,0,7,0,1,25,5,12,290,0,1,279,11,0,0,5,1,8,1,660,3
,"Caroline Bay Community Lounge, Virtue Avenue",12,1,0,1,0,20,1,5,130,0,0,118,17,2,0,3,0,1,1,312,4
,"CCS Disability Action, corner North & Victoria Streets",8,0,6,0,0,11,1,3,141,0,3,108,13,0,0,6,0,3,0,303,0
,"Gleniti School, 22 Heath Street",14,1,3,0,0,14,4,4,187,0,1,449,18,0,0,3,0,5,0,703,0
,"Grantlea Downs School, 65 Grants Road",16,2,6,0,3,22,3,5,301,0,3,238,40,0,0,6,0,10,0,655,6
,"Highfield School,  26 Rimu Street",11,1,4,0,0,32,7,7,232,0,2,248,16,0,0,4,2,4,0,570,2
,"Life Church, 134 Morgans Road",12,1,3,1,2,24,4,18,149,0,0,277,9,0,0,4,0,5,0,509,3
,"Methodist Church Hall, corner North Street & Woodlands Road",7,0,8,1,0,33,6,18,423,1,3,259,28,0,0,11,0,3,0,801,7
,"Oceanview Heights School, 241 Selwyn Street",22,1,14,0,2,44,11,23,678,0,4,424,53,0,0,10,0,14,1,1301,8
,"Pavillion at back of St Paul's Church, entrance 29a Guiness Street",30,1,1,1,1,30,10,8,228,0,2,273,17,0,0,1,0,2,0,605,6
,"South School, 44 Queen Street",8,1,6,1,2,36,8,4,451,0,2,228,42,0,0,8,0,4,0,801,6
,"St John's Church Hall, 125 Wai-iti Road",36,1,3,0,2,62,12,17,461,0,4,580,35,0,0,3,0,9,0,1225,7
,"St Mary's Church Hall, 24 Church Street",15,0,7,0,1,22,4,6,203,0,2,174,20,1,0,9,0,5,0,469,3
,"St Peter's Church Hall, 11 Otipua Road",12,0,5,0,0,29,6,10,306,1,0,156,19,0,0,3,0,2,0,549,3
,"St Stephen's Church Hall, 349 Wai-iti Road",32,1,1,1,1,41,9,20,334,0,5,554,24,0,0,6,0,8,0,1037,2
,"St Stephen's Church, Washdyke, 271 Hilton Highway",14,0,2,0,0,12,3,3,125,0,0,187,14,0,0,1,0,4,1,366,4
,"Technology Education Centre (TTEC), corner North Sreet & Grey Road",15,1,7,0,0,30,5,8,318,0,2,209,24,0,0,10,0,6,1,636,8
,"Timaru Girls High School, corner Hassall & Cain Streets",14,0,3,0,1,21,3,9,242,0,0,158,9,0,0,5,0,5,0,470,3
,"Trinity West, Presbyterian Church Hall, corner Church Street & Avenue Road",11,1,5,0,2,34,6,12,333,0,0,290,30,0,0,4,0,11,0,739,8
,"Waimataitai School Hall, 29 Trafalgar Street",13,0,7,0,1,51,4,19,398,0,4,362,30,0,0,6,0,8,1,904,7
"Wakanui","Wakanui School, 20 Wakanui School Road",15,0,0,0,0,11,1,0,47,0,0,119,7,0,0,2,0,0,0,202,1
"Willowby ","Willowby Hall, 471 Longbeach Road",24,0,0,0,0,6,0,0,31,0,0,163,2,0,0,3,0,0,0,229,4
"Winchester","Winchester Rural School, State Highway 1",10,0,6,0,0,16,2,3,83,0,1,150,9,0,0,3,0,4,0,287,1
"Winchmore","Winchmore Hall, 935 State Highway 77",15,1,0,0,0,5,0,0,15,0,0,113,10,0,0,4,0,3,0,166,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",4,1,1,0,1,11,3,7,289,0,1,297,18,0,0,0,1,5,0,639,9
,"Ordinary Votes BEFORE polling day",90,2,12,0,1,106,21,21,899,1,6,1608,99,0,0,14,0,29,2,2911,12
,"Special Votes BEFORE polling day",13,0,9,0,2,23,1,4,141,0,2,246,17,0,0,3,0,3,1,465,2
,"Special Votes On polling day",69,0,22,0,4,112,8,12,549,1,9,793,42,1,0,26,0,8,1,1657,9
,"Overseas Special Votes including defence force",12,0,0,1,0,25,1,2,74,0,0,126,3,0,0,1,0,1,0,246,0
,"Votes Allowed for Party Only",6,0,4,0,1,12,1,2,73,0,3,56,8,0,0,6,0,1,0,173,5
,"Rangitata Total",1431,42,204,12,54,1597,329,378,13230,8,118,18441,1431,7,3,333,5,329,16,37968,272
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",38240
"Electorate Party Valid Votes for Rangitata",,"National Party - .4856984829"
"ACT New Zealand",1431,.0376896334
"Alliance",42,.0011061947
"Aotearoa Legalise Cannabis Party",204,.0053729456
"Democrats for Social Credit",12,.0003160556
"Family Party",54,.0014222503
"Green Party",1597,.0420617362
"Jim Anderton's Progressive",329,.0086651917
"Kiwi Party",378,.0099557522
"Labour Party",13230,.3484513274
"Libertarianz",8,.0002107038
"Maori Party",118,.0031078803
"National Party",18441,.4856984829
"New Zealand First Party",1431,.0376896334
"New Zealand Pacific Party",7,.0001843658
"RAM - Residents Action Movement",3,.0000790139
"The Bill and Ben Party",333,.0087705436
"The Republic of New Zealand Party",5,.0001316898
"United Future",329,.0086651917
"Workers Party",16,.0004214075
