Party and Electorate Candidate Votes Recorded at each polling place
"Manurewa 24","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Alfriston","Alfriston School, corner Mill & Alfriston Roads",6,0,0,0,0,2,0,0,13,0,2,37,2,0,0,1,0,0,0,63,1
"Botany South","Sancta Maria College, 319 Te Irirangi Drive",5,0,0,0,2,2,0,2,19,0,0,51,0,0,0,2,0,0,0,83,1
"Chapel Downs","Chapel Downs Primary School, corner Chapel & Dawson Roads",17,0,0,0,7,7,10,0,257,0,5,157,10,22,0,0,0,3,0,495,2
"Clover Park","St Peter Chanel Hall, 44 Boundary Road",5,0,0,0,0,3,0,1,116,0,1,47,4,9,0,1,0,0,0,187,2
"Flat Bush","Dawson Primary School, Haumia Way",0,0,0,0,0,5,4,0,77,0,0,17,2,14,0,0,0,2,0,121,1
"Manukau","Everglade Primary School, 64 Everglade Drive",87,1,5,0,9,62,31,5,783,0,10,1228,79,23,1,7,2,17,2,2352,13
,"Redoubt North School, 47 Diorella Drive",42,0,5,0,7,15,11,4,646,0,7,471,36,20,0,3,0,10,1,1278,7
,"Wiri Community Hall, 11 Inverell Avenue",0,0,4,0,8,6,7,0,348,0,2,53,20,44,0,0,0,2,1,495,10
"Manurewa","1st Manurewa Scout Hall, corner Sturdee & Browns Roads",13,0,7,0,5,19,8,1,519,0,6,277,54,17,0,2,0,4,0,932,3
,"Alfriston College, 550 Porchester Road",2,0,0,0,2,2,1,2,53,0,2,45,2,2,0,0,0,3,0,116,0
,"Clayton Park School, corner Coxhead & Wattle Farm Roads",2,0,3,0,0,3,2,0,74,0,3,45,9,6,1,2,0,0,0,150,1
,"Clendon Park School, 145 Rowandale Avenue",10,0,2,0,5,7,1,1,432,2,5,140,29,35,0,0,0,6,0,675,5
,"Elmwood Village, 131 Hill Road",2,0,0,0,0,1,0,0,23,0,1,29,1,1,0,0,0,1,0,59,1
,"Finlayson Park School, 87 John Walker Drive",12,0,3,0,6,15,9,0,682,0,18,158,29,102,1,2,0,1,0,1038,9
,"Greenmeadows Intermediate, Ferguson Road entrance",11,0,2,0,1,7,2,2,139,0,4,71,23,6,0,2,0,1,0,271,1
,"Hillpark School Hall, 57 Grande Vue Road",81,0,3,0,11,50,20,5,524,0,6,855,85,5,0,7,0,12,0,1664,3
,"Leabank School, 7 Dr Pickering Avenue",11,0,0,0,6,8,6,3,291,0,9,127,48,33,0,2,0,1,0,545,0
,"Manurewa Central School, corner Great South & Hill Roads",26,0,0,0,5,28,18,1,407,0,5,221,34,17,0,2,2,9,1,776,18
,"Manurewa East School, Scotts Road",9,0,1,1,3,6,5,0,191,0,2,88,15,8,0,1,0,3,0,333,5
,"Manurewa Library, 7 Hill Road",35,1,4,0,5,40,16,4,608,1,9,426,71,21,0,6,0,11,0,1258,10
,"Manurewa South Primary School, 39 Tawa Crescent",10,0,1,0,1,18,3,0,243,0,13,103,30,5,0,2,0,4,0,433,8
,"Manurewa West Primary School, 31 McKean Avenue",8,0,4,0,3,16,8,2,364,0,4,146,27,8,0,2,0,3,0,595,4
,"Roscommon School, 23 Burundi Avenue",8,0,2,0,11,10,5,4,596,2,11,124,24,81,0,4,1,3,0,886,4
,"Rowandale School, 73 Rowandale Avenue",9,0,3,0,3,15,6,1,580,0,17,116,38,64,0,3,0,2,0,857,13
,"St Elizabeth's Anglican Church, 182 Finlayson Avenue",11,0,1,0,6,3,6,1,193,0,7,65,13,9,0,3,0,3,0,321,2
,"St Luke's Anglican Church Hall, 3 Russell Road",18,1,2,0,3,20,10,1,410,0,5,186,54,5,0,4,0,6,0,725,15
