Party and Electorate Candidate Votes Recorded at each voting place
"Christchurch East 5","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Akaroa","Akaroa Area School Gymnasium, 141 Rue Jolie (Selwyn Avenue entrance)",0,0,0,0,0,0,5,0,3,0,4,1,0,0,0,13,0
"Aranui","Aranui Primary School, 257 Breezes Road",3,2,2,20,0,0,41,2,335,3,137,103,0,1,3,652,7
,"St Ambrose Church, 309 Breezes Road",0,5,0,10,0,0,37,1,153,1,89,45,2,0,1,344,2
,"St James School, 25 Rowan Avenue",0,6,0,13,0,0,26,6,220,2,62,38,0,0,1,374,5
"Avondale","Avondale Primary School, 132 Breezes Road",0,3,1,16,0,0,38,2,175,1,181,44,0,0,1,462,0
,"Woolley Street Kindergarten, 63 Woolley Street",1,1,2,15,0,0,32,1,117,0,192,42,0,3,1,407,2
"Belfast","Belfast School, 700 Main North Road",0,2,0,1,0,0,3,0,12,0,20,6,0,0,0,44,0
"Bromley","Bromley School, 33 Keighleys Road",1,3,1,12,0,0,20,2,161,0,86,33,0,0,1,320,3
"Burwood","Burwood Christian Centre, 54 Bassett Street",2,6,0,29,0,0,55,3,148,0,263,43,0,0,2,551,0
,"Waitakiri School Community Hall, 170 Burwood Road",3,6,2,39,0,0,122,6,319,2,797,100,1,1,1,1399,1
,"Waitakiri School, 255 New Brighton Road",4,3,0,20,0,0,46,2,106,6,279,39,0,0,0,505,1
"Christchurch City","ABC Salisbury Street, 150 Salisbury Street",0,0,0,1,0,0,8,0,4,0,14,1,0,0,0,28,0
,"Christchurch East School, 311 Gloucester Street",0,1,0,2,0,0,22,0,16,0,31,7,0,0,0,79,1
,"Christchurch Public Hospital, The Great Escape Cafe, First Floor, 2 Riccarton Avenue",0,0,0,0,0,0,8,0,13,0,20,1,0,0,0,42,0
,"St Michael's Church School Hall, corner Tuam & Durham Streets",0,0,0,0,0,0,6,0,12,1,7,0,0,0,0,26,0
"Dallington","Banks Avenue School, 71 Banks Avenue",2,2,0,23,1,0,74,4,175,4,240,51,0,1,0,577,0
"Kainga","Kainga Public Hall, Kainga Road",1,1,1,12,0,0,24,2,67,4,111,43,0,0,0,266,0
"Linwood","Aspire Canterbury, 314 Worcester Street",0,0,0,0,0,0,5,0,21,0,11,1,0,1,0,39,0
,"Linwood Avenue School, 260 Linwood Avenue",1,3,0,3,0,0,31,5,71,0,66,32,0,0,1,213,2
,"Linwood College, Student Centre, 85 Aldwins Road",0,2,0,2,0,0,10,0,21,0,19,8,0,0,0,62,0
,"St Chad's Anglican Church Hall, corner Carnarvon Street & Buckleys Road",2,2,0,15,1,0,48,4,147,2,128,46,0,1,0,396,4
,"Union Church Hall, 378 Linwood Avenue, corner Tilford Street",3,2,0,2,0,0,13,0,24,0,18,4,0,0,1,67,0
"Mairehau","Mairehau High School, 440 Hills Road",1,1,2,14,0,0,30,4,103,0,194,28,0,1,1,379,1
,"Mairehau Primary School, 43 Mahars Road",0,0,0,1,0,0,7,0,19,0,30,5,0,0,0,62,0
,"St Albans Uniting Parish, corner Knowles Street & Nancy Avenue",1,0,0,1,0,0,4,0,9,0,19,1,0,1,0,36,0
"Marshland","Marshland School, 329 Prestons Road",3,2,0,25,0,0,55,2,98,0,513,51,0,0,1,750,1
"New Brighton","Central New Brighton School, Roy Stokes Hall, 140 Seaview Road",3,12,0,32,2,0,200,11,402,7,349,123,0,0,4,1145,1
"North Linwood","Linwood North School, 221 Woodham Road (Rowcliffe Crescent entrance)",2,9,1,24,1,0,111,12,237,5,209,81,0,2,2,696,4
"North New Brighton","Freeville School, 11 Sandy Avenue",3,3,0,18,1,0,80,7,214,0,220,64,0,0,0,610,2
,"North New Brighton School, 150 Leaver Terrace",2,6,1,26,1,0,156,13,319,6,307,96,0,0,3,936,3
"Ouruhia","Ouruhia School Library, 21 Turners Road",2,3,0,7,0,0,33,2,39,0,184,19,1,0,0,290,1
"Papanui","The Village Presbyterian Church Hall, corner Papanui Road & Frank Street",0,0,0,1,0,0,2,1,3,0,5,1,0,0,0,13,0
"Parklands","Parkview School Hall, 10 Chadbury Street",5,4,2,59,1,0,163,13,462,5,788,147,1,0,1,1651,3
"Phillipstown","Phillipstown Community Centre, 39a Nursery Road",0,0,0,2,0,0,3,0,13,0,10,4,0,0,0,32,0
"Queenspark","Queenspark School Hall, 222 Queenspark Drive",4,7,2,32,0,0,121,3,300,3,733,98,0,1,4,1308,3
"Richmond","Kidsfirst Richmond Kindergarten, 41 North Avon Road",2,4,0,27,0,0,119,7,221,3,268,64,1,0,4,720,4
"Shirley","MacFarlane Park Free Kindergarten, 19 Acheson Avenue",2,2,1,22,3,0,45,5,183,1,108,40,0,1,2,415,3
,"Shirley Intermediate School, 60 Shirley Road (North Parade entrance)",2,4,3,31,1,0,116,9,310,6,476,80,1,1,5,1045,4
,"Shirley Primary School, 11 Shirley Road",0,4,0,17,0,0,60,4,158,0,193,36,1,0,2,475,0
"South New Brighton","South New Brighton School, 166 Estuary Road",6,4,2,27,0,0,256,10,345,1,423,107,2,0,1,1184,2
"Wainoni","Ottawa Gardens Pre-School, 49 Ottawa Road",2,3,0,16,0,0,30,2,102,2,93,42,0,0,1,293,3
,"Wainoni School, 115 Eureka Street",0,1,0,5,0,0,20,2,94,2,38,21,0,0,0,183,0
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",30,22,6,324,7,1,1153,82,3157,25,3627,936,1,2,22,9395,54
,"Special Votes BEFORE polling day",6,10,2,23,0,0,134,20,332,6,314,76,0,0,0,923,5
,"Special Votes On polling day",4,23,6,69,1,0,356,21,692,19,789,200,0,1,6,2187,11
,"Overseas Special Votes including Defence Force",2,0,0,7,0,0,111,4,84,0,116,9,0,0,0,333,1
,"Votes Allowed for Party Only",2,12,1,13,0,0,74,12,234,12,147,52,0,1,2,562,7
,"Christchurch East Total",107,186,38,1058,20,1,4113,286,10450,129,12928,3069,11,19,74,32489,141
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",32630
"Electorate Party Valid Votes for Christchurch East",,"National Party - .3979192958"
"ACT New Zealand",107,.0032934224
"Aotearoa Legalise Cannabis Party",186,.0057250146
"Ban1080",38,.0011696266
"Conservative",1058,.0325648681
"Democrats for Social Credit",20,.000615593
"Focus New Zealand",1,.0000307796
"Green Party",4113,.1265966943
"Internet MANA",286,.0088029795
"Labour Party",10450,.3216473268
"Māori Party",129,.0039705747
"National Party",12928,.3979192958
"New Zealand First Party",3069,.0944627412
"NZ Independent Coalition",11,.0003385761
"The Civilian Party",19,.0005848133
"United Future",74,.002277694
