Party and Electorate Candidate Votes Recorded at each voting place
"Invercargill 19","Party Vote Details"
,,"ACT New Zealand","Aotearoa Legalise Cannabis Party","Ban1080","Conservative","Democrats for Social Credit","Focus New Zealand","Green Party","Internet MANA","Labour Party","Māori Party","National Party","New Zealand First Party","NZ Independent Coalition","The Civilian Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"James Hargest College Junior Campus, corner Layard Street & Queens Drive",3,0,2,27,3,0,44,2,122,1,460,45,0,1,0,710,2
,"James Hargest College Senior Campus, 288 Layard Street",2,0,0,23,0,0,34,3,103,1,241,45,0,0,0,452,1
,"Kew Kindergarten, 51 Selwyn Street",0,9,0,7,2,0,20,0,109,0,65,39,0,0,1,252,1
,"Knox Presbyterian Church Hall, 107 Pomona Street",0,4,4,18,1,0,40,5,170,1,112,74,0,0,2,431,0
,"Lindisfarne Kindergarten, 34 Mitchell Street",5,0,0,17,1,0,42,1,139,3,202,46,0,0,0,456,1
,"New River School Hall, 407 Ness Street",0,0,3,8,1,0,19,3,149,0,79,45,0,0,1,308,4
,"Newfield Park School Hall, 82 Wilfrid Street",0,2,0,16,0,0,27,3,122,1,125,44,0,1,1,342,1
,"Newfield Public Hall, 707 Tweed Street",0,12,2,27,0,0,48,0,300,6,370,148,1,0,2,916,2
,"Pacific Island Advisory and Cultural Trust Southland, 135 Bowmont Street",0,5,0,8,4,0,9,2,81,1,28,7,0,0,0,145,1
,"Rosedale Gospel Chapel, corner Exmouth & Bourke Streets",0,0,5,21,2,0,29,2,59,0,151,27,0,0,0,296,1
,"Sacred Heart Parish Hall, 449 North Road",0,4,1,30,2,0,30,0,139,3,406,78,0,1,0,694,5
,"Salford School Hall, corner Lamond & Salford Streets",0,1,2,9,0,0,30,1,89,1,246,42,0,0,2,423,0
,"Salvation Army Hall, corner Tay & Conon Streets",2,8,1,18,1,1,43,3,134,1,135,40,1,0,1,389,2
,"Southland Girls' High School Hall, 328 Tweed Street",0,8,1,27,1,0,57,10,176,1,199,63,1,1,2,547,2
,"St Andrew's Youth Centre, 353 Elles Road, (entrance at 141 Manse Street)",2,7,5,29,2,0,59,6,349,2,222,114,0,0,1,798,2
,"St John's Girls' School, 349 Dee Street",1,5,1,14,0,0,22,2,109,2,194,59,0,0,0,409,0
,"Waihopai School Hall, 121 Herbert Street",1,1,2,18,0,0,64,3,87,1,376,52,0,1,0,606,2
,"Waverley Park School, 55 Eden Crescent",0,3,0,1,1,0,24,1,73,0,141,26,1,1,0,272,2
,"Windsor Community Church (Presbyterian), 19 Windsor Street",3,4,3,48,3,0,72,2,180,3,563,83,0,0,0,964,4
"Kennington","Kennington Public Hall, 21 Rimu Road",2,1,1,13,0,0,13,2,24,1,178,42,0,0,2,279,2
"Lochiel","Lochiel School, corner Lochiel Bridge & Smith Roads",0,0,2,6,1,0,6,0,4,0,95,7,0,0,0,121,0
"Makarewa","Makarewa School, 56 Flora Road East",1,5,7,18,3,0,29,0,99,0,341,64,0,0,1,568,3
"Mokoreta","Mokoreta-Redan Centennial Hall, 1725 Wyndham-Mokoreta Road",0,0,1,0,0,0,0,0,3,0,62,6,0,0,0,72,0
"Mokotua","Mokotua Public Hall, 12 Clearwater Road",6,0,0,6,0,0,5,1,4,0,115,14,0,0,0,151,1
"Myross Bush","Myross Bush Community Hall, 238 Mill Road North",7,0,3,17,1,0,14,1,51,1,359,53,0,0,0,507,2
"Orepuki","Orepuki and Districts Community Centre, 32 Oldham Street",1,0,0,7,0,0,7,2,10,0,26,14,0,0,0,67,0
"Otatara","Otatara Community Centre, 146 Dunns Road",3,2,0,53,1,0,123,7,204,5,629,134,0,0,2,1163,2
"Queenstown","Queenstown Memorial Hall, corner Memorial & Stanley Streets",0,0,0,0,0,0,0,0,4,0,10,2,0,0,0,16,0
"Riverton","Riverton Primary School Hall, corner Leader & Princess Streets",3,2,9,18,4,0,52,0,122,2,431,82,0,0,0,725,3
"Roslyn Bush","Roslyn Bush Playcentre, corner Kennington- Roslyn Bush Road & Lorne-Dacre Highway",1,1,0,1,0,0,5,0,6,0,118,16,0,0,0,148,0
"Ryal Bush","Ryal Bush Community Centre, 55 Ryal Bush School Road",0,1,2,3,4,0,1,0,12,0,93,17,0,0,0,133,1
"Seaward Downs","Seaward Downs Public Hall, 29 Mataura Island Road",0,0,1,2,0,0,1,0,4,0,94,6,0,0,0,108,0
"Stewart Island","Halfmoon Bay School, 6 Ayr Street",0,4,3,4,0,0,33,3,19,0,85,13,0,0,0,164,2
"Te Anau","Te Anau School Hall, 167 Milford Road",2,0,2,1,0,0,2,0,3,0,20,2,0,0,0,32,0
"Thornbury","Thornbury Primary School, 28 Muriel Street",0,1,0,6,0,0,1,0,18,0,100,23,0,1,0,150,0
"Tisbury","Tisbury School, 3 Boundary Road",1,1,5,12,0,0,14,1,44,0,138,41,0,0,1,258,0
"Tokanui","Tokanui School, 18 Duncan Street",1,0,3,8,0,0,6,2,7,0,188,8,0,0,0,223,0
"Waianiwa","Waianiwa School, 244 Argyle Otahuti Road",4,0,1,7,0,0,6,2,14,1,151,7,0,0,0,193,1
"Waikawa","Waikawa Public Hall, Larne Street",0,1,2,2,0,0,8,1,6,0,56,11,0,0,0,87,0
"Waimahaka","Waimahaka Community Centre, 15 Waimahaka-Fortification Road",1,0,1,9,0,0,4,0,6,0,75,11,0,0,0,107,2
"Wallacetown","Wallacetown School, 34 Mauchline Street",1,1,4,16,4,0,22,2,81,1,231,37,0,0,1,401,3
"Winton","Winton Primary School Hall, 16 Eglinton Street",1,0,0,2,0,0,4,0,10,0,29,4,0,0,0,50,0
"Woodend","Woodend Hall, 3 Sommerville Street",0,0,0,2,0,0,7,0,31,0,55,9,0,0,0,104,0
"Woodlands","Woodlands Full Primary School, 8 Woodlands-Morton Mains Road",2,1,2,24,0,0,6,1,18,1,179,17,0,0,1,252,0
"Wyndham","Wyndham Primary School, 40 Florence Street",4,4,1,30,1,0,12,0,45,2,264,23,3,0,0,389,2
,"Voting places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day",21,41,8,288,19,5,562,44,1962,18,3910,806,0,5,20,7709,44
,"Special Votes BEFORE polling day",0,7,4,13,0,0,71,7,137,3,283,56,0,0,0,581,1
,"Special Votes On polling day",9,16,19,51,2,0,170,16,381,2,672,148,0,2,2,1490,8
,"Overseas Special Votes including Defence Force",3,0,0,7,3,0,52,7,55,1,113,8,0,0,2,251,0
,"Votes Allowed for Party Only",1,2,0,4,0,1,30,10,72,10,63,23,0,2,1,219,2
,"Invercargill Total",113,224,173,1256,95,10,2581,210,8553,110,16880,3806,11,23,68,34113,153
,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34266
"Electorate Party Valid Votes for Invercargill",,"National Party - .4948260194"
"ACT New Zealand",113,.0033125202
"Aotearoa Legalise Cannabis Party",224,.0065664116
"Ban1080",173,.0050713804
"Conservative",1256,.0368188081
"Democrats for Social Credit",95,.0027848621
"Focus New Zealand",10,.0002931434
"Green Party",2581,.0756603055
"Internet MANA",210,.0061560109
"Labour Party",8553,.2507255299
"Māori Party",110,.0032245771
"National Party",16880,.4948260194
"New Zealand First Party",3806,.1115703691
"NZ Independent Coalition",11,.0003224577
"The Civilian Party",23,.0006742298
"United Future",68,.001993375
